Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count	Metacerberus-ORF_count	Metacerberus-Annotated	Metacerberus-Hypothetical	Metacerberus-Unknown	Metacerberus-KO_count
QGNH01001116.1	19.0	13.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001117.1	18.0	9.0	1.0	8.0	2.0	21.0	9.0	11.0	1.0	4.0
QGNH01001118.1	16.0	5.0	2.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001119.1	7.0	5.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001120.1	9.0	4.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001121.1	11.0	4.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001122.1	15.0	5.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001123.1	14.0	5.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001124.1	178.0	27.0	7.0	144.0	9.0	190.0	30.0	147.0	13.0	20.0
QGNH01001125.1	150.0	26.0	13.0	111.0	8.0	146.0	35.0	94.0	17.0	23.0
QGNH01001126.1	233.0	40.0	9.0	184.0	10.0	239.0	50.0	170.0	19.0	32.0
QGNH01001127.1	108.0	9.0	0.0	99.0	3.0	112.0	19.0	79.0	14.0	18.0
QGNH01001128.1	178.0	23.0	12.0	143.0	9.0	189.0	34.0	135.0	20.0	20.0
QGNH01001129.1	210.0	34.0	8.0	168.0	12.0	220.0	48.0	152.0	20.0	27.0
QGNH01001130.1	223.0	29.0	23.0	171.0	11.0	234.0	48.0	168.0	18.0	33.0
QGNH01001131.1	104.0	16.0	2.0	86.0	7.0	104.0	28.0	61.0	15.0	13.0
QGNH01001132.1	156.0	25.0	2.0	129.0	8.0	163.0	32.0	110.0	21.0	24.0
QGNH01001133.1	160.0	29.0	10.0	121.0	5.0	184.0	38.0	130.0	16.0	17.0
QGNH01001134.1	24.0	5.0	2.0	17.0	1.0	23.0	3.0	17.0	3.0	1.0
QGNH01001135.1	142.0	27.0	6.0	109.0	3.0	144.0	30.0	90.0	24.0	13.0
QGNH01001136.1	190.0	23.0	4.0	163.0	5.0	180.0	25.0	140.0	15.0	13.0
QGNH01001137.1	158.0	27.0	21.0	110.0	3.0	158.0	32.0	119.0	7.0	17.0
QGNH01001138.1	102.0	34.0	12.0	56.0	10.0	103.0	37.0	56.0	10.0	18.0
QGNH01001139.1	133.0	23.0	11.0	99.0	4.0	145.0	34.0	94.0	17.0	15.0
QGNH01001140.1	27.0	8.0	1.0	18.0	1.0	33.0	4.0	25.0	4.0	1.0
QGNH01001141.1	111.0	18.0	5.0	88.0	4.0	119.0	25.0	84.0	10.0	14.0
QGNH01001142.1	92.0	9.0	1.0	82.0	2.0	99.0	11.0	79.0	9.0	5.0
QGNH01001143.1	103.0	17.0	4.0	82.0	3.0	107.0	19.0	78.0	10.0	4.0
QGNH01001144.1	140.0	33.0	18.0	89.0	7.0	142.0	40.0	85.0	17.0	20.0
QGNH01001145.1	98.0	13.0	7.0	78.0	3.0	105.0	17.0	80.0	8.0	12.0
QGNH01001146.1	105.0	12.0	3.0	90.0	2.0	110.0	14.0	88.0	8.0	7.0
QGNH01001147.1	23.0	3.0	1.0	19.0	0.0	26.0	5.0	17.0	4.0	3.0
QGNH01001148.1	25.0	8.0	0.0	17.0	3.0	37.0	8.0	29.0	0.0	5.0
QGNH01001149.1	23.0	2.0	2.0	19.0	1.0	25.0	2.0	21.0	2.0	1.0
QGNH01001150.1	51.0	8.0	0.0	43.0	1.0	50.0	6.0	40.0	4.0	2.0
QGNH01001151.1	29.0	7.0	1.0	21.0	2.0	36.0	8.0	24.0	4.0	4.0
QGNH01001152.1	34.0	30.0	4.0	0.0	0.0	49.0	6.0	36.0	7.0	1.0
QGNH01001153.1	34.0	7.0	7.0	20.0	3.0	34.0	8.0	25.0	1.0	6.0
QGNH01001154.1	19.0	4.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001155.1	22.0	4.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001156.1	27.0	7.0	5.0	15.0	2.0	32.0	7.0	23.0	2.0	5.0
QGNH01001157.1	24.0	4.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001158.1	32.0	7.0	1.0	24.0	2.0	35.0	8.0	23.0	4.0	3.0
QGNH01001159.1	10.0	5.0	1.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001160.1	34.0	5.0	0.0	29.0	4.0	40.0	6.0	30.0	4.0	4.0
QGNH01001161.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001162.1	20.0	9.0	1.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001163.1	14.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001164.1	14.0	3.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001165.1	30.0	2.0	1.0	27.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001166.1	23.0	4.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001167.1	33.0	13.0	1.0	19.0	2.0	37.0	11.0	23.0	3.0	7.0
QGNH01001168.1	20.0	4.0	1.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001169.1	19.0	4.0	1.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001170.1	28.0	4.0	2.0	22.0	1.0	32.0	4.0	18.0	10.0	1.0
QGNH01001171.1	18.0	7.0	1.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001172.1	23.0	7.0	0.0	16.0	2.0	33.0	8.0	23.0	2.0	5.0
QGNH01001173.1	33.0	11.0	1.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001174.1	24.0	3.0	1.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001175.1	23.0	5.0	1.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001176.1	14.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001177.1	15.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001178.1	10.0	5.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
QGNH01001179.1	21.0	4.0	0.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001180.1	14.0	4.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001181.1	13.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001182.1	21.0	2.0	2.0	17.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001183.1	18.0	2.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001184.1	23.0	4.0	0.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001185.1	21.0	20.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001186.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001187.1	25.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001188.1	19.0	17.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001189.1	14.0	4.0	2.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001190.1	14.0	1.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001191.1	18.0	3.0	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001192.1	14.0	2.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001193.1	10.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001194.1	11.0	3.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001195.1	14.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001196.1	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001197.1	12.0	3.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001198.1	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001199.1	15.0	3.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001200.1	16.0	3.0	5.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001201.1	14.0	3.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001202.1	18.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001203.1	14.0	5.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001204.1	9.0	6.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001205.1	59.0	31.0	8.0	20.0	3.0	60.0	31.0	23.0	6.0	8.0
QGNH01001206.1	62.0	59.0	3.0	0.0	7.0	58.0	49.0	9.0	0.0	13.0
QGNH01001207.1	54.0	10.0	1.0	43.0	1.0	55.0	10.0	39.0	6.0	4.0
QGNH01001208.1	65.0	20.0	10.0	35.0	2.0	66.0	20.0	28.0	18.0	7.0
QGNH01001209.1	28.0	9.0	7.0	12.0	2.0	29.0	13.0	10.0	6.0	5.0
QGNH01001210.1	27.0	9.0	3.0	15.0	3.0	28.0	10.0	11.0	7.0	5.0
QGNH01001211.1	23.0	15.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
QGNH01001212.1	21.0	13.0	6.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001213.1	18.0	9.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001214.1	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001215.1	10.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001216.1	111.0	10.0	7.0	94.0	2.0	110.0	13.0	84.0	13.0	7.0
QGNH01001217.1	59.0	9.0	5.0	45.0	2.0	62.0	12.0	47.0	3.0	6.0
QGNH01001218.1	67.0	12.0	3.0	52.0	2.0	72.0	14.0	54.0	4.0	3.0
QGNH01001219.1	46.0	7.0	1.0	38.0	2.0	58.0	6.0	48.0	4.0	2.0
QGNH01001220.1	67.0	9.0	1.0	57.0	1.0	74.0	9.0	55.0	10.0	1.0
QGNH01001221.1	56.0	15.0	6.0	35.0	4.0	62.0	14.0	37.0	11.0	5.0
QGNH01001222.1	57.0	3.0	1.0	53.0	2.0	59.0	7.0	44.0	8.0	3.0
QGNH01001223.1	52.0	6.0	3.0	43.0	2.0	54.0	9.0	39.0	6.0	3.0
QGNH01001224.1	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001225.1	10.0	5.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001226.1	68.0	11.0	1.0	56.0	5.0	72.0	11.0	55.0	6.0	6.0
QGNH01001227.1	53.0	9.0	2.0	42.0	1.0	51.0	11.0	34.0	6.0	2.0
QGNH01001228.1	76.0	26.0	7.0	43.0	3.0	76.0	31.0	36.0	9.0	7.0
QGNH01001229.1	45.0	6.0	0.0	39.0	0.0	49.0	6.0	36.0	7.0	4.0
QGNH01001230.1	86.0	18.0	6.0	62.0	7.0	85.0	22.0	58.0	5.0	14.0
QGNH01001231.1	55.0	10.0	0.0	45.0	2.0	55.0	13.0	36.0	6.0	3.0
QGNH01001232.1	25.0	5.0	0.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001233.1	59.0	7.0	2.0	50.0	3.0	61.0	9.0	46.0	6.0	3.0
QGNH01001234.1	14.0	2.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001235.1	60.0	5.0	1.0	54.0	2.0	65.0	6.0	53.0	6.0	2.0
QGNH01001236.1	72.0	10.0	3.0	59.0	3.0	77.0	9.0	65.0	3.0	5.0
QGNH01001237.1	85.0	15.0	9.0	61.0	7.0	90.0	19.0	61.0	10.0	10.0
QGNH01001238.1	51.0	13.0	4.0	34.0	1.0	53.0	14.0	33.0	6.0	4.0
QGNH01001239.1	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001240.1	24.0	5.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
QGNH01001241.1	7.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
QGNH01001242.1	59.0	3.0	1.0	55.0	1.0	61.0	1.0	51.0	9.0	1.0
QGNH01001243.1	14.0	4.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
QGNH01001244.1	58.0	8.0	1.0	49.0	2.0	68.0	9.0	55.0	4.0	4.0
QGNH01001245.1	61.0	12.0	2.0	47.0	1.0	59.0	10.0	41.0	8.0	4.0
QGNH01001246.1	60.0	14.0	2.0	44.0	0.0	60.0	17.0	37.0	6.0	6.0
QGNH01001247.1	60.0	8.0	2.0	50.0	1.0	61.0	7.0	44.0	10.0	2.0
QGNH01001248.1	93.0	12.0	9.0	72.0	6.0	97.0	15.0	74.0	8.0	10.0
QGNH01001249.1	78.0	9.0	3.0	66.0	2.0	84.0	12.0	67.0	5.0	5.0
QGNH01001250.1	77.0	13.0	2.0	62.0	2.0	79.0	14.0	59.0	6.0	5.0
QGNH01001251.1	72.0	12.0	3.0	57.0	2.0	77.0	11.0	57.0	9.0	5.0
QGNH01001252.1	59.0	26.0	6.0	27.0	1.0	61.0	30.0	23.0	8.0	14.0
QGNH01001253.1	88.0	14.0	6.0	68.0	3.0	89.0	19.0	60.0	10.0	7.0
QGNH01001254.1	88.0	14.0	7.0	67.0	4.0	93.0	19.0	65.0	9.0	11.0
QGNH01001255.1	71.0	33.0	3.0	35.0	5.0	74.0	35.0	28.0	11.0	24.0
QGNH01001256.1	86.0	11.0	4.0	71.0	0.0	96.0	17.0	73.0	6.0	7.0
QGNH01001257.1	89.0	13.0	5.0	71.0	2.0	97.0	19.0	68.0	10.0	9.0
QGNH01001258.1	105.0	12.0	4.0	89.0	4.0	99.0	14.0	76.0	9.0	10.0
QGNH01001259.1	76.0	18.0	7.0	51.0	3.0	77.0	23.0	48.0	6.0	6.0
QGNH01001260.1	89.0	32.0	19.0	38.0	4.0	94.0	43.0	41.0	10.0	9.0
QGNH01001261.1	123.0	7.0	17.0	99.0	1.0	125.0	12.0	100.0	13.0	4.0
QGNH01001262.1	61.0	10.0	6.0	45.0	3.0	61.0	13.0	38.0	10.0	8.0
QGNH01001263.1	90.0	88.0	2.0	0.0	0.0	95.0	7.0	75.0	13.0	3.0
QGNH01001264.1	80.0	19.0	4.0	57.0	1.0	83.0	21.0	56.0	6.0	6.0
QGNH01001265.1	97.0	15.0	7.0	75.0	5.0	107.0	23.0	71.0	13.0	13.0
QGNH01001266.1	82.0	11.0	6.0	65.0	3.0	83.0	18.0	61.0	4.0	12.0
QGNH01001267.1	77.0	14.0	3.0	60.0	2.0	76.0	13.0	55.0	8.0	7.0
QGNH01001268.1	48.0	6.0	0.0	42.0	1.0	49.0	8.0	37.0	4.0	4.0
QGNH01001269.1	89.0	21.0	5.0	63.0	4.0	89.0	23.0	62.0	4.0	15.0
QGNH01001270.1	80.0	13.0	1.0	66.0	3.0	83.0	14.0	60.0	9.0	13.0
QGNH01001271.1	75.0	16.0	3.0	56.0	1.0	76.0	15.0	48.0	13.0	5.0
QGNH01001272.1	79.0	12.0	6.0	61.0	2.0	82.0	18.0	55.0	9.0	12.0
QGNH01001273.1	47.0	16.0	1.0	30.0	9.0	54.0	21.0	27.0	6.0	14.0
QGNH01001274.1	67.0	13.0	4.0	50.0	2.0	72.0	19.0	50.0	3.0	5.0
QGNH01001275.1	71.0	4.0	1.0	66.0	2.0	68.0	9.0	56.0	3.0	8.0
QGNH01001276.1	83.0	11.0	2.0	70.0	3.0	84.0	13.0	63.0	8.0	7.0
QGNH01001277.1	77.0	21.0	6.0	50.0	5.0	77.0	24.0	41.0	12.0	10.0
QGNH01001278.1	77.0	18.0	4.0	55.0	6.0	77.0	22.0	42.0	13.0	8.0
QGNH01001279.1	76.0	21.0	4.0	51.0	4.0	80.0	24.0	48.0	8.0	9.0
QGNH01001280.1	82.0	23.0	4.0	55.0	1.0	84.0	30.0	46.0	8.0	9.0
QGNH01001281.1	69.0	12.0	1.0	56.0	2.0	75.0	16.0	47.0	12.0	8.0
QGNH01001282.1	59.0	16.0	3.0	40.0	4.0	60.0	15.0	37.0	8.0	10.0
QGNH01001283.1	61.0	8.0	2.0	51.0	3.0	62.0	9.0	44.0	9.0	5.0
QGNH01001284.1	77.0	12.0	6.0	59.0	2.0	81.0	15.0	58.0	8.0	4.0
QGNH01001285.1	68.0	26.0	2.0	40.0	6.0	68.0	30.0	30.0	8.0	16.0
QGNH01001286.1	67.0	18.0	9.0	40.0	2.0	67.0	22.0	35.0	10.0	6.0
QGNH01001287.1	84.0	7.0	4.0	73.0	1.0	83.0	13.0	62.0	8.0	7.0
QGNH01001288.1	56.0	8.0	4.0	44.0	3.0	64.0	9.0	49.0	6.0	4.0
QGNH01001289.1	61.0	7.0	2.0	52.0	1.0	65.0	8.0	50.0	7.0	4.0
QGNH01001290.1	46.0	9.0	0.0	37.0	1.0	51.0	10.0	32.0	9.0	9.0
QGNH01001291.1	63.0	20.0	2.0	41.0	5.0	66.0	31.0	28.0	7.0	10.0
QGNH01001292.1	87.0	20.0	7.0	60.0	3.0	90.0	24.0	60.0	6.0	14.0
QGNH01001293.1	73.0	8.0	3.0	62.0	1.0	79.0	11.0	65.0	3.0	1.0
QGNH01001294.1	109.0	11.0	8.0	90.0	3.0	99.0	11.0	77.0	11.0	4.0
QGNH01001295.1	64.0	23.0	10.0	31.0	5.0	66.0	24.0	26.0	16.0	11.0
QGNH01001296.1	56.0	14.0	5.0	37.0	6.0	58.0	16.0	35.0	7.0	10.0
QGNH01001297.1	67.0	7.0	1.0	59.0	3.0	66.0	7.0	55.0	4.0	3.0
QGNH01001298.1	53.0	9.0	3.0	41.0	1.0	56.0	10.0	43.0	3.0	3.0
QGNH01001299.1	62.0	7.0	0.0	55.0	2.0	59.0	6.0	43.0	10.0	3.0
QGNH01001300.1	60.0	13.0	1.0	46.0	6.0	62.0	17.0	39.0	6.0	7.0
QGNH01001301.1	71.0	11.0	5.0	55.0	2.0	73.0	12.0	56.0	5.0	5.0
QGNH01001302.1	63.0	15.0	4.0	44.0	2.0	63.0	15.0	36.0	12.0	7.0
QGNH01001303.1	49.0	10.0	4.0	35.0	1.0	55.0	13.0	36.0	6.0	4.0
QGNH01001304.1	62.0	22.0	5.0	35.0	3.0	63.0	23.0	35.0	5.0	4.0
QGNH01001305.1	54.0	5.0	1.0	48.0	0.0	62.0	9.0	50.0	3.0	4.0
QGNH01001306.1	52.0	6.0	1.0	45.0	1.0	58.0	9.0	43.0	6.0	4.0
QGNH01001307.1	52.0	5.0	2.0	45.0	2.0	50.0	6.0	39.0	5.0	3.0
QGNH01001308.1	66.0	10.0	3.0	53.0	4.0	69.0	14.0	50.0	5.0	9.0
QGNH01001309.1	52.0	8.0	5.0	39.0	3.0	53.0	7.0	39.0	7.0	2.0
QGNH01001310.1	73.0	9.0	6.0	58.0	1.0	77.0	11.0	54.0	12.0	2.0
QGNH01001311.1	56.0	11.0	0.0	45.0	3.0	58.0	12.0	38.0	8.0	3.0
QGNH01001312.1	50.0	10.0	0.0	40.0	1.0	57.0	12.0	37.0	8.0	3.0
QGNH01001313.1	56.0	25.0	3.0	28.0	4.0	68.0	26.0	33.0	9.0	8.0
QGNH01001314.1	46.0	13.0	11.0	22.0	2.0	48.0	21.0	22.0	5.0	9.0
QGNH01001315.1	62.0	11.0	2.0	49.0	2.0	73.0	10.0	57.0	6.0	5.0
QGNH01001316.1	70.0	10.0	3.0	57.0	4.0	72.0	9.0	54.0	9.0	3.0
QGNH01001317.1	63.0	9.0	3.0	51.0	2.0	75.0	13.0	57.0	5.0	3.0
QGNH01001318.1	42.0	10.0	6.0	26.0	1.0	45.0	11.0	25.0	9.0	3.0
QGNH01001319.1	44.0	9.0	1.0	34.0	3.0	50.0	8.0	40.0	2.0	5.0
QGNH01001320.1	66.0	7.0	1.0	58.0	4.0	65.0	8.0	55.0	2.0	5.0
QGNH01001321.1	50.0	9.0	3.0	38.0	1.0	59.0	12.0	39.0	8.0	1.0
QGNH01001322.1	68.0	66.0	2.0	0.0	0.0	69.0	10.0	53.0	6.0	4.0
QGNH01001323.1	67.0	9.0	3.0	55.0	0.0	69.0	11.0	51.0	7.0	3.0
QGNH01001324.1	65.0	12.0	2.0	51.0	3.0	68.0	13.0	50.0	5.0	7.0
QGNH01001325.1	51.0	8.0	2.0	41.0	4.0	57.0	8.0	43.0	6.0	5.0
QGNH01001326.1	66.0	4.0	1.0	61.0	0.0	66.0	7.0	50.0	9.0	2.0
QGNH01001327.1	39.0	6.0	1.0	32.0	3.0	38.0	8.0	26.0	4.0	3.0
QGNH01001328.1	55.0	13.0	0.0	42.0	3.0	57.0	12.0	38.0	7.0	10.0
QGNH01001329.1	76.0	16.0	2.0	58.0	4.0	78.0	15.0	53.0	10.0	4.0
QGNH01001330.1	68.0	16.0	7.0	45.0	2.0	68.0	20.0	45.0	3.0	6.0
QGNH01001331.1	48.0	4.0	1.0	43.0	3.0	50.0	6.0	40.0	4.0	4.0
QGNH01001332.1	37.0	11.0	2.0	24.0	2.0	44.0	15.0	23.0	6.0	5.0
QGNH01001333.1	74.0	11.0	2.0	61.0	5.0	89.0	10.0	69.0	10.0	9.0
QGNH01001334.1	52.0	8.0	2.0	42.0	1.0	55.0	10.0	38.0	7.0	2.0
QGNH01001335.1	64.0	9.0	1.0	54.0	2.0	64.0	12.0	47.0	5.0	4.0
QGNH01001336.1	56.0	13.0	0.0	43.0	4.0	52.0	13.0	35.0	4.0	5.0
QGNH01001337.1	31.0	6.0	1.0	24.0	3.0	44.0	11.0	30.0	3.0	8.0
QGNH01001338.1	63.0	6.0	2.0	55.0	1.0	67.0	7.0	53.0	7.0	2.0
QGNH01001339.1	54.0	7.0	1.0	46.0	0.0	55.0	8.0	39.0	8.0	2.0
QGNH01001340.1	57.0	5.0	2.0	50.0	1.0	57.0	8.0	42.0	7.0	7.0
QGNH01001341.1	45.0	6.0	0.0	39.0	1.0	46.0	9.0	31.0	6.0	4.0
QGNH01001342.1	56.0	9.0	3.0	44.0	3.0	61.0	12.0	40.0	9.0	5.0
QGNH01001343.1	46.0	6.0	1.0	39.0	1.0	46.0	7.0	36.0	3.0	4.0
QGNH01001344.1	43.0	15.0	0.0	28.0	2.0	51.0	13.0	30.0	8.0	6.0
QGNH01001345.1	54.0	7.0	3.0	44.0	5.0	56.0	6.0	44.0	6.0	4.0
QGNH01001346.1	53.0	6.0	1.0	46.0	4.0	51.0	10.0	32.0	9.0	6.0
QGNH01001347.1	44.0	12.0	1.0	31.0	2.0	47.0	14.0	29.0	4.0	3.0
QGNH01001348.1	54.0	4.0	1.0	49.0	3.0	54.0	4.0	42.0	8.0	1.0
QGNH01001349.1	46.0	9.0	0.0	37.0	2.0	47.0	6.0	30.0	11.0	2.0
QGNH01001350.1	53.0	5.0	1.0	47.0	1.0	58.0	9.0	41.0	8.0	3.0
QGNH01001351.1	42.0	12.0	10.0	20.0	3.0	45.0	14.0	28.0	3.0	10.0
QGNH01001352.1	56.0	8.0	2.0	46.0	2.0	59.0	10.0	43.0	6.0	5.0
QGNH01001353.1	43.0	8.0	1.0	34.0	1.0	53.0	8.0	40.0	5.0	3.0
QGNH01001354.1	50.0	5.0	1.0	44.0	1.0	55.0	7.0	42.0	6.0	3.0
QGNH01001355.1	54.0	14.0	1.0	39.0	3.0	56.0	13.0	36.0	7.0	5.0
QGNH01001356.1	45.0	5.0	0.0	40.0	1.0	45.0	6.0	36.0	3.0	2.0
QGNH01001357.1	48.0	8.0	1.0	39.0	3.0	49.0	9.0	32.0	8.0	5.0
QGNH01001358.1	59.0	57.0	2.0	0.0	0.0	58.0	9.0	41.0	8.0	3.0
QGNH01001359.1	55.0	8.0	3.0	44.0	1.0	57.0	10.0	41.0	6.0	4.0
QGNH01001360.1	50.0	8.0	2.0	40.0	0.0	52.0	9.0	40.0	3.0	3.0
QGNH01001361.1	46.0	5.0	0.0	41.0	3.0	44.0	7.0	34.0	3.0	5.0
QGNH01001362.1	50.0	6.0	0.0	44.0	1.0	49.0	8.0	33.0	8.0	1.0
QGNH01001363.1	59.0	8.0	2.0	49.0	0.0	63.0	10.0	48.0	5.0	2.0
QGNH01001364.1	35.0	8.0	4.0	23.0	1.0	37.0	12.0	22.0	3.0	2.0
QGNH01001365.1	59.0	7.0	5.0	47.0	2.0	60.0	9.0	46.0	5.0	4.0
QGNH01001366.1	47.0	5.0	1.0	41.0	2.0	55.0	9.0	42.0	4.0	3.0
QGNH01001367.1	37.0	11.0	2.0	24.0	1.0	40.0	12.0	20.0	8.0	2.0
QGNH01001368.1	44.0	8.0	2.0	34.0	1.0	45.0	11.0	28.0	6.0	3.0
QGNH01001369.1	67.0	9.0	3.0	55.0	2.0	65.0	8.0	44.0	13.0	3.0
QGNH01001370.1	47.0	11.0	3.0	33.0	3.0	47.0	12.0	30.0	5.0	10.0
QGNH01001371.1	39.0	15.0	1.0	23.0	1.0	39.0	17.0	19.0	3.0	4.0
QGNH01001372.1	40.0	7.0	1.0	32.0	2.0	44.0	7.0	31.0	6.0	2.0
QGNH01001373.1	44.0	17.0	4.0	23.0	4.0	45.0	19.0	18.0	8.0	11.0
QGNH01001374.1	46.0	12.0	1.0	33.0	2.0	49.0	14.0	25.0	10.0	3.0
QGNH01001375.1	48.0	6.0	1.0	41.0	2.0	48.0	4.0	38.0	6.0	1.0
QGNH01001376.1	36.0	10.0	1.0	25.0	5.0	44.0	7.0	34.0	3.0	6.0
QGNH01001377.1	41.0	9.0	3.0	29.0	2.0	45.0	10.0	33.0	2.0	5.0
QGNH01001378.1	40.0	5.0	0.0	35.0	2.0	41.0	3.0	34.0	4.0	1.0
QGNH01001379.1	33.0	14.0	5.0	14.0	2.0	32.0	17.0	11.0	4.0	4.0
QGNH01001380.1	41.0	3.0	4.0	34.0	0.0	52.0	6.0	42.0	4.0	4.0
QGNH01001381.1	42.0	9.0	0.0	33.0	4.0	42.0	10.0	26.0	6.0	5.0
QGNH01001382.1	35.0	32.0	3.0	0.0	0.0	34.0	14.0	14.0	6.0	2.0
QGNH01001383.1	57.0	8.0	7.0	42.0	1.0	62.0	11.0	44.0	7.0	4.0
QGNH01001384.1	35.0	7.0	0.0	28.0	1.0	51.0	3.0	42.0	6.0	2.0
QGNH01001385.1	29.0	6.0	6.0	17.0	0.0	36.0	9.0	18.0	9.0	1.0
QGNH01001386.1	37.0	11.0	4.0	22.0	3.0	38.0	13.0	20.0	5.0	8.0
QGNH01001387.1	35.0	12.0	2.0	21.0	1.0	35.0	8.0	19.0	8.0	2.0
QGNH01001388.1	37.0	36.0	1.0	0.0	0.0	45.0	7.0	33.0	5.0	2.0
QGNH01001389.1	42.0	7.0	5.0	30.0	3.0	41.0	7.0	29.0	5.0	1.0
QGNH01001390.1	37.0	5.0	0.0	32.0	1.0	34.0	5.0	27.0	2.0	1.0
QGNH01001391.1	35.0	35.0	0.0	0.0	0.0	36.0	9.0	26.0	1.0	1.0
QGNH01001392.1	43.0	4.0	2.0	37.0	1.0	52.0	8.0	41.0	3.0	2.0
