Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	DRAM-KO_count
QGNH01001896.1	23.0	6.0	0.0	17.0	2.0
QGNH01001897.1	22.0	21.0	1.0	0.0	0.0
QGNH01001898.1	13.0	5.0	0.0	8.0	1.0
QGNH01001899.1	14.0	11.0	3.0	0.0	0.0
QGNH01001900.1	21.0	9.0	0.0	12.0	2.0
QGNH01001901.1	15.0	6.0	3.0	6.0	3.0
QGNH01001902.1	15.0	15.0	0.0	0.0	0.0
QGNH01001903.1	20.0	20.0	0.0	0.0	0.0
QGNH01001904.1	15.0	15.0	0.0	0.0	0.0
QGNH01001905.1	12.0	4.0	1.0	7.0	0.0
QGNH01001906.1	12.0	7.0	1.0	4.0	1.0
QGNH01001907.1	14.0	14.0	0.0	0.0	0.0
