#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG00350	418	416	Xu	REFSEQ tail terminator
VOG00351	38	9	Xs	sp|Q5UNW2|YR706_MIMIV Uncharacterized protein R706
VOG00352	71	59	Xu	REFSEQ hypothetical protein
VOG00353	25	25	Xu	REFSEQ tail fiber protein
VOG00354	36	9	Xu	sp|Q5UP87|YR011_MIMIV Uncharacterized protein R11
VOG00355	29	27	Xu	REFSEQ hypothetical protein
VOG00356	15	15	Xu	REFSEQ tail length tape measure protein
VOG00357	252	243	Xu	sp|P39416|Y00F_BPT4 Uncharacterized 19.7 kDa protein in motB-dexA intergenic region
VOG00358	210	209	XhXs	sp|P51772|BPX_BPP2 Baseplate protein X
VOG00359	26	26	XpXs	sp|O09496|FIBER_BPK5 Tail spike protein
VOG00360	1431	875	XrXs	sp|O64219|TAP25_BPMD2 Tail assembly protein Gp25
VOG00361	1494	1470	Xh	sp|B6UL32|SAV_BPLP2 SaV protein
VOG00362	28	28	Xu	REFSEQ HTH DNA binding protein
VOG00363	42	40	Xu	sp|Q05265|VG55_BPML5 Gene 55 protein
VOG00364	50	50	Xu	sp|P45915|YQAS_BACSU Uncharacterized protein YqaS
VOG00365	13	13	Xu	REFSEQ tail length tape measure protein
VOG00366	25	23	XpXs	sp|A0A219YHC0|DPOL1_BPK52 Depolymerase 1, capsule K30/K69-specific
VOG00367	172	164	Xu	REFSEQ peptidase HslV family
VOG00368	43	42	Xu	REFSEQ hypothetical protein
VOG00369	48	47	Xu	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
VOG00370	13	13	XpXs	sp|Q6XQB2|FIBER_BPT1 Probable tail fiber protein
VOG00371	22	21	Xu	REFSEQ hypothetical protein
VOG00372	102	46	Xu	REFSEQ hypothetical protein
VOG00373	151	145	Xu	REFSEQ hypothetical protein
VOG00374	155	155	Xu	REFSEQ outer membrane protein
VOG00375	30	29	Xs	sp|P85503|STRU3_BPPAJ Structural protein 3
VOG00376	158	141	Xu	REFSEQ hypothetical protein
VOG00377	154	88	Xu	REFSEQ hypothetical protein
VOG00378	51	51	XhXp	sp|P0DOK7|SPAN2_BPP21 Spanin, outer lipoprotein subunit
VOG00379	37	37	Xu	REFSEQ hypothetical protein
VOG00380	54	54	Xu	REFSEQ hypothetical protein
VOG00381	241	241	Xu	REFSEQ hypothetical protein
VOG00382	15	15	Xu	REFSEQ ead/Ea22-like family protein
VOG00383	320	320	XhXp	sp|P39503|SPAN2_BPT4 Spanin, outer lipoprotein subunit
VOG00384	288	276	XhXs	sp|P17313|VG31_BPT4 Capsid assembly protein Gp31
VOG00385	29	29	Xu	REFSEQ hypothetical protein
VOG00386	28	26	Xu	REFSEQ hypothetical protein
VOG00387	23	23	Xu	REFSEQ hypothetical protein
VOG00388	343	147	Xu	sp|P39254|Y04O_BPT4 Uncharacterized 36.3 kDa protein in nrdC-mobD intergenic region
VOG00389	79	40	Xu	REFSEQ minor tail protein
VOG00390	159	159	Xu	sp|P18057|Y02D_BPT4 Uncharacterized 14.1 kDa protein in imm-Gp43 intergenic region
VOG00391	56	33	Xu	REFSEQ hypothetical protein
VOG00392	375	374	Xs	sp|P20324|SCAF_BPT3 Capsid assembly scaffolding protein
VOG00393	24	24	Xu	REFSEQ hypothetical protein
VOG00394	24	24	Xu	REFSEQ DnaA protein
VOG00395	102	101	Xu	REFSEQ baseplate hub assembly catalyst
VOG00396	130	129	Xu	REFSEQ hypothetical protein
VOG00397	66	61	Xu	REFSEQ hypothetical protein
VOG00398	40	24	Xh	sp|P32231|VC01_SWPVK Putative Ig-like domain-containing protein C1
VOG00399	14	13	Xu	REFSEQ hypothetical protein
VOG00400	18	2	Xu	REFSEQ hypothetical protein
VOG00401	42	12	Xu	sp|Q5UQX5|YR883_MIMIV Uncharacterized protein R883
VOG00402	68	67	Xu	sp|Q6GZU8|028R_FRG3G Uncharacterized protein 028R
VOG00403	291	268	Xu	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region
VOG00404	45	42	Xu	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU
VOG00405	12	12	Xu	sp|Q196W6|VF050_IIV3 Uncharacterized protein 094L
VOG00406	179	161	Xu	sp|Q9J5H2|V029_FOWPN Putative peptidyl-tRNA hydrolase
VOG00407	474	463	XhXp	sp|P00971|RLIG_BPT4 RNA ligase 1
VOG00408	374	351	Xu	sp|B8HPS9|RNH_CYAP4 Ribonuclease H
VOG00409	435	435	Xu	sp|O64253|VG61_BPMD2 Gene 61 protein
VOG00410	22	22	Xu	REFSEQ HNH endonuclease
VOG00411	151	117	XhXrXs	sp|Q8QMV9|MCEL_CWPXB mRNA-capping enzyme catalytic subunit
VOG00412	308	278	Xu	sp|O64197|VG01_BPMD2 Gene 1 protein
VOG00413	394	382	Xp	sp|P00641|ENDO_BPT7 Endonuclease I
VOG00414	68	39	Xs	sp|Q5UQU0|YL352_MIMIV Uncharacterized protein L352
VOG00415	61	61	Xu	REFSEQ lytic tail protein
VOG00416	149	124	XhXrXs	sp|A0A7H0DN77|RP147_MONPV DNA-directed RNA polymerase 147 kDa polypeptide
VOG00417	69	66	Xh	sp|Q16774|KGUA_HUMAN Guanylate kinase
VOG00418	21	21	Xu	REFSEQ glycoprotein
VOG00419	96	96	Xu	REFSEQ hypothetical protein
VOG00420	36	35	Xu	REFSEQ hypothetical protein
VOG00421	67	65	Xu	sp|Q8QHM9|Y56_SIRV1 Uncharacterized protein 56
VOG00422	21	21	Xu	REFSEQ transcriptional repressor
VOG00423	22	14	Xu	sp|P20743|YO17_ADEG1 Uncharacterized protein ORF17
VOG00424	26	8	Xu	REFSEQ hypothetical protein
VOG00425	44	44	XhXs	sp|P07613|PG096_VACCW Protein OPG096
VOG00426	757	755	Xp	sp|P04521|EXO1_BPT4 Exonuclease subunit 1
VOG00427	412	375	Xs	sp|P03740|TFA_LAMBD Tail fiber assembly protein
VOG00428	21	8	Xu	sp|Q5UQ91|YL531_MIMIV Uncharacterized protein L531
VOG00429	81	77	Xu	REFSEQ hypothetical protein
VOG00430	18	3	Xu	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R
VOG00431	24	11	Xu	sp|P09714|US01_HCMVA Uncharacterized protein HQLF3
VOG00432	46	10	Xu	sp|Q6GZV1|024R_FRG3G Uncharacterized protein 024R
VOG00433	16	16	Xu	REFSEQ nucleotide pyrophosphohydrolase
VOG00434	79	64	Xs	sp|Q89250|CPRT_SBWMN 84 kDa readthrough protein
VOG00435	18	18	Xu	REFSEQ HNH endonuclease
VOG00436	19	5	Xp	sp|F5HF68|VIRF1_HHV8P VIRF-1
VOG00437	147	144	XhXs	sp|P21679|BPD_BP186 Probable baseplate hub protein
VOG00438	20	18	XhXr	sp|O72157|RDRP_SBMVA Replicase polyprotein P2AB
VOG00439	45	42	XhXr	sp|Q9F417|RECA_MYCCI Protein RecA (Fragment)
VOG00440	32	16	XhXpXrXs	sp|C0MHL9|POLG_SAFV Genome polyprotein
VOG00441	307	306	Xu	REFSEQ neck protein
VOG00442	149	149	Xu	sp|O64268|VG87_BPMD2 Gene 87 protein
VOG00443	16	13	Xu	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246
VOG00444	84	73	Xu	REFSEQ hypothetical protein
VOG00445	12	5	Xu	REFSEQ hypothetical protein
VOG00446	91	88	XhXp	sp|Q3T4L9|HOLIN_BPPRD Holin
VOG00447	211	209	Xu	sp|P13318|Y06K_BPT4 Uncharacterized 25.0 kDa protein in regB-denV intergenic region
VOG00448	182	178	Xs	sp|Q9QBU3|CAPSD_POLVP Capsid protein
VOG00449	20	20	XhXpXs	sp|F5HDE4|ORF45_HHV8P Protein ORF45
VOG00450	454	451	XhXpXs	sp|P31340|SPIKE_BPP2 Spike protein
VOG00451	13	12	Xu	REFSEQ hypothetical protein
VOG00452	26	15	XhXp	sp|P52284|MTR1_PBCVX Type II methyltransferase M.CvrRI
VOG00453	27	22	XhXp	sp|Q9Q8T2|LAP_RFVKA E3 ubiquitin-protein ligase LAP
VOG00454	15	12	XhXpXs	sp|P03743|FIB36_BPT4 Long-tail fiber protein gp36
VOG00455	57	57	Xu	REFSEQ nucleoside triphosphate pyrophosphohydrolase
VOG00456	297	14	Xh	sp|Q9SUI2|PI5K7_ARATH Phosphatidylinositol 4-phosphate 5-kinase 7
VOG00457	13	12	Xu	REFSEQ tail fiber protein
VOG00458	530	530	Xu	sp|O64201|VG05_BPMD2 Gene 5 protein
VOG00459	113	100	Xu	REFSEQ hypothetical protein
VOG00460	19	17	Xu	sp|O10319|LEF9_NPVOP Late expression factor 9
VOG00461	676	410	XhXs	sp|P04535|CAPSH_BPT4 Major capsid protein
VOG00462	118	118	XhXrXs	sp|P13529|POLG_PPVD Genome polyprotein
VOG00463	11	11	XpXs	sp|Q38394|FIB37_BPK3 Long tail fiber protein Gp37
VOG00464	58	57	Xu	REFSEQ hypothetical protein
VOG00465	409	404	Xs	sp|P11110|NECK1_BPT4 Neck protein gp13
VOG00466	44	41	Xu	sp|Q1KZ54|P24_CILVC Uncharacterized protein p24
VOG00467	589	586	Xu	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG
VOG00468	691	691	Xu	sp|Q05225|VG19_BPML5 Gene 19 protein
VOG00469	30	30	Xs	sp|P0C778|MP2_CARMS Double gene block protein 2
VOG00470	136	136	Xu	sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290
VOG00471	382	352	XhXpXr	sp|P12427|DMA_BPT2 DNA adenine methylase
VOG00472	101	101	Xu	REFSEQ hypothetical protein
VOG00473	19	19	Xu	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF
VOG00474	15	12	Xu	REFSEQ tail fiber protein
VOG00475	15	15	XhXpXs	sp|P26700|FIBH_BPP2 Probable tail fiber protein
VOG00476	16	16	Xu	sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD
VOG00477	87	67	Xu	REFSEQ hypothetical protein
VOG00478	37	37	Xu	REFSEQ hypothetical protein
VOG00479	121	114	Xu	REFSEQ hypothetical protein
VOG00480	24	21	Xu	REFSEQ hypothetical protein
VOG00481	50	48	Xu	REFSEQ hypothetical protein
VOG00482	10	10	XpXrXs	sp|Q6XQC4|TMP_BPT1 Tape measure protein
VOG00483	16	16	Xu	REFSEQ maturation protein
VOG00484	38	21	Xu	REFSEQ tail assembly chaperone
VOG00485	116	115	Xu	REFSEQ hypothetical protein
VOG00486	388	386	XhXp	sp|P39504|SPAN1_BPT4 Spanin, inner membrane subunit
VOG00487	10	10	Xu	REFSEQ hypothetical protein
VOG00488	219	217	Xu	REFSEQ hypothetical protein
VOG00489	81	81	Xu	REFSEQ hypothetical protein
VOG00490	19	19	Xh	sp|P07719|V17_BPT3 Gene 1.7 protein
VOG00491	10	10	Xu	REFSEQ tail fiber protein
VOG00492	62	62	Xu	REFSEQ L-glutamine-D-fructose-6-phosphate aminotransferase
VOG00493	88	88	Xu	REFSEQ virion structural protein
VOG00494	55	16	Xu	REFSEQ hypothetical protein
VOG00495	27	26	Xu	REFSEQ hypothetical protein
VOG00496	54	53	Xu	sp|P15234|YLF1_BPN4 Uncharacterized protein Gp1
VOG00497	22	16	Xu	REFSEQ hypothetical protein
VOG00498	104	104	Xu	REFSEQ hypothetical protein
VOG00499	195	195	Xu	sp|P07080|Y04D_BPT4 Uncharacterized 5.1 kDa protein in Gp55-nrdG intergenic region
VOG00500	362	361	Xr	sp|P03693|TERS_BPT7 Terminase, small subunit gp18
VOG00501	20	19	Xu	REFSEQ hypothetical protein
VOG00502	116	116	Xu	REFSEQ hypothetical protein
VOG00503	330	199	XhXs	sp|Q38424|ALT_BPT2 NAD(+)--arginine ADP-ribosyltransferase
VOG00504	119	115	Xu	REFSEQ hypothetical protein
VOG00505	22	22	XpXs	sp|A0A0A8JBR2|DPO25_BPK64 Depolymerase, capsule K64-specific
VOG00506	104	104	XhXs	sp|O64325|COMPL_BPN15 Tail completion protein
VOG00507	12	12	XhXpXs	sp|P10930|FIB12_BPT4 Short tail fiber protein gp12
VOG00508	16	4	Xu	REFSEQ hypothetical protein
VOG00509	17	17	XhXr	sp|A9M916|CCRM_BRUC2 DNA methyltransferase CcrM
VOG00510	46	46	XpXs	sp|P10185|GL_HHV11 Envelope glycoprotein L
VOG00511	40	39	Xu	REFSEQ glycosyltransferase
VOG00512	21	21	Xu	sp|Q91FB1|VF414_IIV6 Putative hydrolase 414L
VOG00513	110	51	Xh	sp|P15058|SPI1_VACCW Serine proteinase inhibitor 1
VOG00514	479	444	Xh	sp|P41515|TOP2A_CRIGR DNA topoisomerase 2-alpha
VOG00515	25	22	Xh	sp|P14362|V250_FOWPN Uncharacterized protein FPV250
VOG00516	454	453	XhXr	sp|P03690|VR2A_BPT4 Protein rIIA
VOG00517	81	80	XrXs	sp|P03515|NCAP_PTPV Nucleoprotein
VOG00518	110	107	Xu	REFSEQ hypothetical protein
VOG00519	636	626	Xu	sp|P13309|Y06D_BPT4 Uncharacterized 17.5 kDa protein in tk-vs intergenic region
VOG00520	17	17	Xu	REFSEQ N
VOG00521	8	8	Xu	REFSEQ tail fiber protein
VOG00522	56	52	Xu	sp|Q6GZQ2|073L_FRG3G Uncharacterized protein 073L
VOG00523	725	621	XhXr	sp|P13300|KITH_BPT4 Thymidine kinase
VOG00524	53	53	XhXr	sp|Q89709|L_SINV RNA-directed RNA polymerase L
VOG00525	178	172	Xu	REFSEQ tail protein
VOG00526	49	45	Xu	REFSEQ tail fiber protein
VOG00527	9	8	Xu	REFSEQ E32
VOG00528	176	175	Xu	sp|Q5UPH8|YR106_MIMIV Uncharacterized protein R106
VOG00529	36	6	Xu	sp|Q5UNV8|YL697_MIMIV Uncharacterized protein L697
VOG00530	505	501	XhXr	sp|O41156|THYX_PBCV1 Probable flavin-dependent thymidylate synthase
VOG00531	418	418	Xu	REFSEQ tail completion or Neck1 protein
VOG00532	27	25	XhXs	sp|P30025|US9_CHV1 Envelope protein US9 homolog
VOG00533	354	349	Xu	REFSEQ hypothetical protein
VOG00534	259	255	XhXpXrXs	sp|O64332|TIPL_BPN15 Tail tip protein L
VOG00535	182	182	XpXrXs	sp|Q38584|HCP15_BPSPP Head completion protein gp15
VOG00536	58	58	Xu	REFSEQ hypothetical protein
VOG00537	54	54	Xu	REFSEQ tail protein
VOG00538	14	2	Xu	REFSEQ hypothetical protein
VOG00539	18	8	Xu	REFSEQ hypothetical protein
VOG00540	37	18	XhXs	sp|Q5UPL2|YR135_MIMIV Putative GMC-type oxidoreductase R135
VOG00541	21	21	Xu	REFSEQ hypothetical protein
VOG00542	12	12	Xu	REFSEQ hypothetical protein
VOG00543	116	116	Xu	REFSEQ hypothetical protein
VOG00544	14	2	Xu	REFSEQ hypothetical protein
VOG00545	27	27	Xu	REFSEQ hypothetical protein
VOG00546	428	423	XhXr	sp|Q38199|GIN_BPD10 Serine recombinase gin
VOG00547	12	12	Xu	REFSEQ AAA ATPase
VOG00548	16	13	Xu	REFSEQ hypothetical protein
VOG00549	41	32	Xu	REFSEQ hypothetical protein
VOG00550	35	10	Xu	sp|Q5UR01|YR907_MIMIV Uncharacterized protein R907
VOG00551	12	4	Xu	REFSEQ hypothetical protein
VOG00552	231	198	XhXp	sp|P00513|PK_BPT7 Protein kinase 0.7
VOG00553	74	49	Xu	REFSEQ hypothetical protein
VOG00554	229	92	Xh	sp|Q0QZ08|PSBD_BPSYS Photosystem II D2 protein
VOG00555	25	25	Xu	REFSEQ hypothetical protein
VOG00556	24	24	Xu	REFSEQ uracil-DNA glycosylase
VOG00557	67	66	Xu	sp|O64212|VG19_BPMD2 Gene 19 protein
VOG00558	26	4	Xu	REFSEQ membrane protein EE36
VOG00559	17	17	Xu	REFSEQ tail fiber protein
VOG00560	25	23	Xu	REFSEQ virion structural protein
VOG00561	20	9	Xu	sp|Q5UPJ3|YL116_MIMIV Uncharacterized protein L116
VOG00562	15	13	Xu	REFSEQ tail fiber protein
VOG00563	104	93	Xu	sp|O10350|Y110_NPVOP Uncharacterized 6.7 kDa protein
VOG00564	185	184	Xu	REFSEQ MazG-like pyrophosphatase
VOG00565	69	69	Xh	sp|P08385|GP166_BPPZA Gene product 16.6
VOG00566	9	9	Xu	REFSEQ hypothetical protein
VOG00567	11	11	Xu	REFSEQ hypothetical protein
VOG00568	99	71	Xu	REFSEQ hypothetical protein
VOG00569	10	8	Xu	sp|Q6GZN9|044R_FRG3G Uncharacterized protein 044R
VOG00570	342	340	Xu	sp|P45929|YQBM_BACSU Uncharacterized protein YqbM
VOG00571	23	8	Xu	sp|Q5UP95|YL015_MIMIV Uncharacterized protein L15
VOG00572	11	11	XhXr	sp|P89034|RDRP_PMVK RNA-directed RNA polymerase
VOG00573	119	119	Xu	REFSEQ hypothetical protein
VOG00574	40	22	Xu	REFSEQ hypothetical protein
VOG00575	24	15	Xu	REFSEQ hypothetical protein
VOG00576	73	72	XhXr	sp|P09506|P1_TYYVF Protein P1
VOG00577	236	115	Xu	REFSEQ hypothetical protein
VOG00578	418	418	XhXs	sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3
VOG00579	12	12	Xu	sp|P18305|443R_IIV6 Uncharacterized protein 443R
VOG00580	9	9	Xu	REFSEQ tail protein
VOG00581	877	876	Xu	sp|Q9T1P7|VP51_BPAPS Putative protein p51
VOG00582	79	79	Xu	REFSEQ Holliday junction resolvase
VOG00583	10	9	XhXpXs	sp|P03275|SPIKE_ADE02 Fiber protein
VOG00584	80	71	Xu	REFSEQ hypothetical protein
VOG00585	11	11	Xu	REFSEQ tail fiber protein
VOG00586	173	162	Xh	sp|P07068|PIN_BPT4 Host protease inhibitor
VOG00587	13	10	Xu	REFSEQ tail fiber protein
VOG00588	10	10	Xu	REFSEQ primosomal protein
VOG00589	9	9	Xu	sp|Q05265|VG55_BPML5 Gene 55 protein
VOG00590	276	276	XhXp	sp|Q38134|HOLIN_BPR1T Holin
VOG00591	72	72	Xu	REFSEQ DUF550 domain-containing protein
VOG00592	29	29	Xu	sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE
VOG00593	122	120	Xu	sp|P03765|NINB_LAMBD Protein ninB
VOG00594	93	93	Xu	REFSEQ hypothetical protein
VOG00595	85	81	Xu	REFSEQ hypothetical protein
VOG00596	23	23	XhXp	sp|O80288|ENLYS_BPPS3 SAR-endolysin
VOG00597	40	10	Xu	REFSEQ internal head protein
VOG00598	23	23	Xu	REFSEQ hypothetical protein
VOG00599	106	106	XhXr	sp|P03707|TERS_LAMBD Terminase small subunit
VOG00600	17	11	Xu	REFSEQ tail assembly chaperone
VOG00601	392	392	Xu	sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8
VOG00602	39	36	XhXp	sp|B8QIR1|ENLYS_BPSH5 Endolysin LysH5
VOG00603	35	32	Xu	REFSEQ hypothetical protein
VOG00604	10	9	Xu	REFSEQ tail fiber protein
VOG00605	36	35	Xu	REFSEQ minor tail protein
VOG00606	166	165	Xu	REFSEQ hypothetical protein
VOG00607	101	101	XhXp	sp|Q37975|HOLIN_BPA18 Putative antiholin
VOG00608	131	131	Xu	REFSEQ hypothetical protein
VOG00609	10	10	Xu	REFSEQ tail spike protein
VOG00610	18	17	Xu	REFSEQ hypothetical protein
VOG00611	29	29	Xu	REFSEQ hypothetical protein
VOG00612	53	48	Xu	REFSEQ hypothetical protein
VOG00613	86	86	Xu	REFSEQ Arc-like repressor
VOG00614	134	129	Xu	REFSEQ hypothetical protein
VOG00615	19	19	Xu	sp|O64250|VG59_BPMD2 Gene 59 protein
VOG00616	125	121	Xu	REFSEQ HNH endonuclease
VOG00617	20	20	Xu	REFSEQ PH domain-containing protein
VOG00618	95	78	Xu	REFSEQ hypothetical protein
VOG00619	15	15	XpXrXs	sp|Q0PDK6|FIBER_BPSPP Tail spike protein
VOG00620	14	14	Xu	REFSEQ hypothetical protein
VOG00621	29	29	Xu	REFSEQ hypothetical protein
VOG00622	31	26	Xu	REFSEQ hypothetical protein
VOG00623	9	9	XpXs	sp|A0A219YHC0|DPOL1_BPK52 Depolymerase 1, capsule K30/K69-specific
VOG00624	54	54	Xu	REFSEQ DUF771 domain-containing protein
VOG00625	50	50	Xu	REFSEQ hypothetical protein
VOG00626	41	35	Xu	REFSEQ hypothetical protein
VOG00627	56	56	Xu	REFSEQ hypothetical protein
VOG00628	45	44	Xu	REFSEQ hypothetical protein
VOG00629	19	19	Xu	REFSEQ hypothetical protein
VOG00630	17	16	Xu	REFSEQ hypothetical protein
VOG00631	23	23	Xu	REFSEQ hypothetical protein
VOG00632	72	72	Xu	REFSEQ hypothetical protein
VOG00633	19	19	Xu	REFSEQ hypothetical protein
VOG00634	156	142	Xu	sp|Q03183|RINB_BPPHA Transcriptional activator rinB
VOG00635	22	17	XhXr	sp|P25479|VPP_BPP2 Terminase, ATPase subunit
VOG00636	78	22	Xu	REFSEQ tail fiber protein
VOG00637	179	178	Xh	sp|P20833|V11_BPT3 Gene 1.1 protein
VOG00638	18	18	Xu	REFSEQ hypothetical protein
VOG00639	41	41	Xu	REFSEQ hypothetical protein
VOG00640	12	9	Xu	REFSEQ hypothetical protein
VOG00641	50	50	XhXs	sp|P0DSW1|PG139_VAR67 Virion membrane protein OPG139
VOG00642	14	2	Xu	REFSEQ hypothetical protein
VOG00643	19	7	Xp	sp|F5HBX1|CXCL1_HCMVM Chemokine vCXCL1
VOG00644	42	39	Xu	REFSEQ hypothetical protein
VOG00645	43	43	Xu	REFSEQ E4
VOG00646	40	40	Xu	REFSEQ hypothetical protein
VOG00647	9	9	Xu	REFSEQ hypothetical protein
VOG00648	18	5	Xu	sp|Q8QL18|Y95_SIRV1 Uncharacterized protein 95
VOG00649	23	22	Xh	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP
VOG00650	43	43	Xu	REFSEQ tail terminator
VOG00651	58	42	XpXs	sp|Q90125|CAPSD_GMDNV Capsid protein VP1
VOG00652	82	80	XhXpXs	sp|P12558|HN_NDVU Hemagglutinin-neuraminidase
VOG00653	29	25	Xu	sp|O31967|YOMQ_BACSU SPbeta prophage-derived uncharacterized protein YomQ
VOG00654	112	110	Xs	sp|A4GZ97|CAPSD_TTVG1 Capsid protein
VOG00655	72	28	XhXpXr	sp|P0C6W3|R1AB_BCHK4 Replicase polyprotein 1ab
VOG00656	32	31	Xu	sp|Q5UP23|YR260_MIMIV DnaJ-like protein R260
VOG00657	17	7	XhXr	sp|B4YNF3|V13_SPTNK Putative helicase V13
VOG00658	515	497	Xu	sp|P32279|Y14A_BPT4 Uncharacterized 12.4 kDa protein in nrdA-td intergenic region
VOG00659	1092	870	Xr	sp|P00471|TYSY_BPT4 Thymidylate synthase
VOG00660	70	70	XhXpXs	sp|P09613|GP_UUKS Envelopment polyprotein
VOG00661	649	645	XhXrXs	sp|Q8B0H5|L_VSIVS RNA-directed RNA polymerase L
VOG00662	636	630	XhXr	sp|Q9IG45|REP_PICV Replication-associated protein
VOG00663	20	20	Xu	REFSEQ hypothetical protein
VOG00664	17	11	Xu	REFSEQ hypothetical protein
VOG00665	137	137	Xh	sp|Q4JBY3|QUEC_SULAC 7-cyano-7-deazaguanine synthase
VOG00666	217	198	XpXrXs	sp|O21879|TUBE_BPLSK Tail tube protein
VOG00667	468	466	XhXr	sp|P03691|VR2B_BPT4 Protein rIIB
VOG00668	67	41	Xu	REFSEQ tail assembly chaperone
VOG00669	69	61	Xu	REFSEQ head-tail adaptor
VOG00670	121	106	Xr	sp|Q9J3N6|HEPA_VZVO DNA helicase/primase complex-associated protein
VOG00671	15	14	Xu	REFSEQ tail protein
VOG00672	419	414	XhXs	sp|P06807|PCPP_BPT4 Prohead core protein protease
VOG00673	29	29	Xh	sp|B8GUF9|Y2199_THISH PKHD-type hydroxylase Tgr7_2199
VOG00674	233	230	Xu	sp|P36934|VPS_BPP2 Tail completion protein S
VOG00675	11	11	Xu	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245
VOG00676	51	47	Xh	sp|P29139|ISP_PAEPO Intracellular serine protease
VOG00677	319	123	Xu	sp|O10281|Y022_NPVOP Uncharacterized 43.4 kDa protein
VOG00678	71	34	XhXs	sp|P16602|ATI_COWPX A-type inclusion protein A25 homolog
VOG00679	184	175	XhXs	sp|P03252|PRO_ADE02 Protease
VOG00680	12	12	Xu	REFSEQ head maturation protease
VOG00681	10	8	Xu	REFSEQ 2OG-Fe(II) oxygenase
VOG00682	69	24	Xu	REFSEQ hypothetical protein
VOG00683	268	268	Xu	REFSEQ virion structural protein
VOG00684	8	7	Xu	sp|P0C674|ORF23_TTVV2 Probable protein VP2
VOG00685	42	24	Xu	REFSEQ HNH endonuclease
VOG00686	25	25	Xu	REFSEQ esterase/lipase
VOG00687	45	45	Xu	REFSEQ minor tail protein
VOG00688	20	14	Xu	REFSEQ VLF-1
VOG00689	10	8	Xu	REFSEQ virion structural protein
VOG00690	16	13	Xh	sp|P02466|CO1A2_RAT Collagen alpha-2(I) chain
VOG00691	12	12	XhXpXs	sp|P10930|FIB12_BPT4 Short tail fiber protein gp12
VOG00692	105	105	Xh	sp|Q7N1I2|HICA1_PHOLL Probable mRNA interferase HicA 1
VOG00693	8	8	XhXpXrXs	sp|P33515|POLG_MCFA Genome polyprotein
VOG00694	338	338	Xr	sp|P13320|DSBA_BPT4 Double-stranded DNA-binding protein
VOG00695	72	70	Xh	sp|P03776|GP04_BPT7 Gene 0.4 protein
VOG00696	67	55	Xs	sp|Q5UP30|YL851_MIMIV Uncharacterized protein L851
VOG00697	12	11	XhXrXs	sp|P13529|POLG_PPVD Genome polyprotein
VOG00698	14	9	Xh	sp|P15138|E321_ADE07 Early E3 20.5 kDa glycoprotein
VOG00699	412	310	Xu	REFSEQ hypothetical protein
VOG00700	17	17	Xu	sp|F5HFA5|UL117_HCMVM Protein UL117
VOG00701	427	421	XhXpXrXs	sp|E1XTG6|PORTL_BPSAV Portal protein
VOG00702	95	95	Xu	REFSEQ head decoration
VOG00703	12	2	Xh	sp|P0C9U1|5056R_ASFWA Protein MGF 505-6R
VOG00704	17	17	Xu	REFSEQ hypothetical protein
VOG00705	27	27	Xu	sp|O31881|YOSH_BACSU SPbeta prophage-derived uncharacterized protein YosH
VOG00706	20	17	Xs	sp|P41707|AC150_NPVAC Protein AC150
VOG00707	32	30	Xu	REFSEQ hypothetical protein
VOG00708	13	13	Xu	REFSEQ HNH endonuclease
VOG00709	88	49	Xu	REFSEQ hypothetical protein
VOG00710	55	55	XhXpXs	sp|P33059|PG108_VAR67 Envelope protein H3
VOG00711	35	24	Xu	REFSEQ hypothetical protein
VOG00712	138	75	XhXpXs	sp|P0DOT8|PG095_VARV Entry-fusion complex associated protein OPG095
VOG00713	25	25	Xu	REFSEQ hypothetical protein
VOG00714	14	7	Xu	REFSEQ hypothetical protein
VOG00715	94	6	Xu	REFSEQ hypothetical protein
VOG00716	55	24	XhXp	sp|P34016|PG001_VAR67 Chemokine-binding protein
VOG00717	9	9	Xu	REFSEQ tail fiber protein
VOG00718	72	72	Xu	REFSEQ transcriptional regulator
VOG00719	8	8	Xu	REFSEQ putative tripartite motif-containing protein 10
VOG00720	34	24	Xu	REFSEQ hypothetical protein
VOG00721	77	77	Xu	REFSEQ hypothetical protein
VOG00722	122	25	Xu	REFSEQ hypothetical protein
VOG00723	12	12	Xu	REFSEQ hypothetical protein
VOG00724	184	182	Xu	REFSEQ glycosyltransferase
VOG00725	225	217	Xu	REFSEQ HTH DNA binding protein
VOG00726	103	103	Xu	REFSEQ HTH DNA binding protein
VOG00727	20	20	Xu	REFSEQ hypothetical protein
