index	L1	L2	L3	KO	Function	EC	Count
4491	Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K11188	PRDX6; peroxiredoxin 6	1.11.1.7 1.11.1.27 3.1.1.-	3
6715	Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K11188	PRDX6; peroxiredoxin 6	1.11.1.7 1.11.1.27 3.1.1.-	3
6716	Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K00430	E1.11.1.7; peroxidase	1.11.1.7	3
1101	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
1187	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
2300	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
3513	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
3642	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
4042	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
4117	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
4283	Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
6112	Metabolism	Metabolism of terpenoids and polyketides	Limonene and pinene degradation [PATH:ko00903]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
6127	Metabolism	Metabolism of terpenoids and polyketides	Geraniol degradation [PATH:ko00281]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
7525	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
7601	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation [PATH:ko00627]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
7887	Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation [PATH:ko00930]	K01692	paaF, echA; enoyl-CoA hydratase	4.2.1.17	20
619	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01179	E3.2.1.4; endoglucanase	3.2.1.4	2
10900	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01179	E3.2.1.4; endoglucanase	3.2.1.4	2
86	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
194	Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
457	Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
682	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
796	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
2900	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
7084	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01835	pgm; phosphoglucomutase	5.4.2.2	5
3107	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	15
3268	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	15
11231	Environmental Information Processing	Signal transduction	MAPK signaling pathway - fly [PATH:ko04013]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
12925	Environmental Information Processing	Signal transduction	FoxO signaling pathway [PATH:ko04068]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
15467	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
23382	Organismal Systems	Aging	Longevity regulating pathway [PATH:ko04211]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
23430	Organismal Systems	Aging	Longevity regulating pathway - worm [PATH:ko04212]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
23500	Organismal Systems	Aging	Longevity regulating pathway - multiple species [PATH:ko04213]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
31377	Human Diseases	Neurodegenerative disease	Huntington disease [PATH:ko05016]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
32501	Human Diseases	Cardiovascular disease	Lipid and atherosclerosis [PATH:ko05417]	K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
10704	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
34626	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
48107	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
10689	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
34621	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
48097	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
117	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1.2.4.2	3
11334	Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast [PATH:ko04011]	K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
15758	Cellular Processes	Transport and catabolism	Mitophagy - yeast [PATH:ko04139]	K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
34292	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
10447	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
34577	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
48007	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
9330	Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
9496	Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
9543	Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
43494	Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
45108	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
54852	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01537	ATP2C; P-type Ca2+ transporter type 2C	7.2.2.10	7
34360	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08856	STK16; serine/threonine kinase 16	2.7.11.1	12
54274	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	81
34357	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08853	AAK; AP2-associated kinase	2.7.11.1	12
41620	Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K08853	AAK; AP2-associated kinase	2.7.11.1	12
54279	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-	41
24417	Human Diseases	Cancer: overview	Transcriptional misregulation in cancer [PATH:ko05202]	K08854	BMP2K, BIKE; BMP2 inducible kinase	2.7.11.1	12
34358	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08854	BMP2K, BIKE; BMP2 inducible kinase	2.7.11.1	12
34359	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08855	GAK; cyclin G-associated kinase	2.7.11.1	12
41586	Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K08855	GAK; cyclin G-associated kinase	2.7.11.1	12
2973	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
8086	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
35191	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
34640	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K02476	K02476; two-component system, CitB family, sensor kinase	2.7.13.3	28
48132	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02476	K02476; two-component system, CitB family, sensor kinase	2.7.13.3	28
3054	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01509	ENTPD2; adenosinetriphosphatase	3.6.1.-	4
22929	Organismal Systems	Sensory system	Taste transduction [PATH:ko04742]	K01509	ENTPD2; adenosinetriphosphatase	3.6.1.-	4
616	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K05349	bglX; beta-glucosidase	3.2.1.21	3
4397	Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K05349	bglX; beta-glucosidase	3.2.1.21	3
6729	Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K05349	bglX; beta-glucosidase	3.2.1.21	3
34694	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K02486	K02486; two-component system, sensor kinase	2.7.13.3	24
48248	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02486	K02486; two-component system, sensor kinase	2.7.13.3	24
11202	Environmental Information Processing	Signal transduction	MAPK signaling pathway - fly [PATH:ko04013]	K08840	TNIK; TRAF2 and NCK interacting kinase	2.7.11.1	14
34256	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08840	TNIK; TRAF2 and NCK interacting kinase	2.7.11.1	14
11073	Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04407	MAP4K4, HGK; mitogen-activated protein kinase kinase kinase kinase 4	2.7.11.1	14
34253	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04407	MAP4K4, HGK; mitogen-activated protein kinase kinase kinase kinase 4	2.7.11.1	14
34255	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K04413	MINK; misshapen/NIK-related kinase	2.7.11.1	14
22893	Organismal Systems	Sensory system	Phototransduction - fly [PATH:ko04745]	K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
34258	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
48415	Brite Hierarchies	Protein families: signaling and cellular processes	Cytoskeleton proteins [BR:ko04812]	K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
16184	Cellular Processes	Cell growth and death	Oocyte meiosis [PATH:ko04114]	K08836	SLK; STE20-like kinase	2.7.11.1	14
34267	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08836	SLK; STE20-like kinase	2.7.11.1	14
20372	Organismal Systems	Endocrine system	Progesterone-mediated oocyte maturation [PATH:ko04914]	K08837	STK10, LOK; serine/threonine kinase 10	2.7.11.1	14
34268	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08837	STK10, LOK; serine/threonine kinase 10	2.7.11.1	14
3108	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	7
3269	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	7
7884	Metabolism	Xenobiotics biodegradation and metabolism	Caprolactam degradation [PATH:ko00930]	K14519	aldH; NADP-dependent aldehyde dehydrogenase	1.2.1.4	2
4031	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00146	feaB; phenylacetaldehyde dehydrogenase	1.2.1.39	4
7837	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K00146	feaB; phenylacetaldehyde dehydrogenase	1.2.1.39	4
4324	Metabolism	Metabolism of other amino acids	Phosphonate and phosphinate metabolism [PATH:ko00440]	K00206	phnY; phosphonoacetaldehyde dehydrogenase	1.2.1.-	2
3164	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00756	pdp; pyrimidine-nucleoside phosphorylase	2.4.2.2	1
3231	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01744	aspA; aspartate ammonia-lyase	4.3.1.1	1
34143	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K08805	DCLK1_2; doublecortin-like kinase 1/2	2.7.11.1	3
10601	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
34635	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
48122	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
3417	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K08963	mtnA; methylthioribose-1-phosphate isomerase	5.3.1.23	1
2892	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01515	nudF; ADP-ribose pyrophosphatase	3.6.1.13	5
1273	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
1280	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
3571	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
5324	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
34611	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	141
48077	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	141
10466	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
17292	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
34580	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
48013	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
4372	Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00384	trxB, TRR; thioredoxin reductase (NADPH)	1.8.1.9	1
931	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
1020	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
3293	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
10674	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
17598	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae [PATH:ko05111]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
17662	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
17752	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
34618	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
48090	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
