#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG00351	200	163	XhXs	sp|P0DOL5|PG072_VAR67 Probable FAD-linked sulfhydryl oxidase OPG072
VOG00352	21	11	Xh	sp|Q9C5U0|AHK4_ARATH Histidine kinase 4
VOG00353	71	71	XhXrXs	sp|P0CJ94|MVP_BCMNN P3N-PIPO polyprotein
VOG00354	158	88	Xu	sp|O10373|Y145_NPVOP Uncharacterized 11.0 kDa protein
VOG00355	85	70	Xs	sp|Q89250|CPRT_SBWMN 84 kDa readthrough protein
VOG00356	41	25	Xh	sp|P32231|VC01_SWPVK Putative Ig-like domain-containing protein C1
VOG00357	65	32	Xh	sp|Q6GZV6|019R_FRG3G Putative serine/threonine-protein kinase 019R
VOG00358	45	12	Xu	REFSEQ hypothetical protein
VOG00359	174	144	XhXr	sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2
VOG00360	22	22	Xu	REFSEQ hypothetical protein
VOG00361	89	89	XpXs	sp|O56129|CAPSD_PCV2 Capsid protein
VOG00362	62	20	Xu	sp|Q5UPC8|YL054_MIMIV Uncharacterized protein L54
VOG00363	229	130	XhXpXs	sp|P04011|VP2_POVLY Minor capsid protein VP2
VOG00364	48	20	Xu	REFSEQ hypothetical protein
VOG00365	14	13	Xu	REFSEQ hypothetical protein
VOG00366	18	2	Xu	REFSEQ hypothetical protein
VOG00367	11	11	Xu	REFSEQ tail protein
VOG00368	42	42	Xu	sp|P45915|YQAS_BACSU Uncharacterized protein YqaS
VOG00369	121	121	Xu	REFSEQ HTH DNA binding protein
VOG00370	61	59	Xr	sp|Q5UQK9|RFCL_MIMIV Putative replication factor C large subunit
VOG00371	237	237	XhXr	sp|P03707|TERS_LAMBD Terminase small subunit
VOG00372	41	40	Xu	REFSEQ hypothetical protein
VOG00373	217	216	Xu	REFSEQ hypothetical protein
VOG00374	40	21	XhXs	sp|Q5UNS9|COLL7_MIMIV Collagen-like protein 7
VOG00375	28	28	XhXp	sp|P06855|KIPN_BPT4 Polynucleotide kinase
VOG00376	111	97	Xr	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629
VOG00377	20	19	Xs	sp|P85503|STRU3_BPPAJ Structural protein 3
VOG00378	31	31	Xu	REFSEQ transcriptional repressor
VOG00379	21	21	Xu	REFSEQ transcriptional repressor
VOG00380	140	140	Xh	sp|Q4JBY3|QUEC_SULAC 7-cyano-7-deazaguanine synthase
VOG00381	389	380	Xp	sp|P00641|ENDO_BPT7 Endonuclease I
VOG00382	149	146	Xh	sp|Q38162|LLP_BPT5 Lytic conversion lipoprotein
VOG00383	88	88	Xu	REFSEQ virion structural protein
VOG00384	55	16	Xu	REFSEQ hypothetical protein
VOG00385	151	133	Xu	sp|Q9J5H2|V029_FOWPN Putative peptidyl-tRNA hydrolase
VOG00386	142	141	Xu	REFSEQ hypothetical protein
VOG00387	273	272	Xu	REFSEQ tail terminator
VOG00388	15	12	Xu	REFSEQ hypothetical protein
VOG00389	27	26	Xu	REFSEQ hypothetical protein
VOG00390	557	512	Xh	sp|P28903|NRDD_ECOLI Anaerobic ribonucleoside-triphosphate reductase
VOG00391	102	102	Xu	REFSEQ hypothetical protein
VOG00392	34	21	Xu	REFSEQ minor coat protein
VOG00393	169	163	Xu	REFSEQ hypothetical protein
VOG00394	54	53	Xu	sp|P15234|YLF1_BPN4 Uncharacterized protein Gp1
VOG00395	129	129	Xu	REFSEQ head scaffolding protein
VOG00396	19	19	Xh	sp|P07719|V17_BPT3 Gene 1.7 protein
VOG00397	35	22	Xu	REFSEQ hypothetical protein
VOG00398	41	40	XhXpXs	sp|Q04830|FIBER_BPK1F Tail spike protein
VOG00399	13	13	Xh	sp|A0MSJ1|CRA1B_DANRE Collagen alpha-1(XXVII) chain B
VOG00400	658	647	Xu	sp|P45911|YQAN_BACSU Uncharacterized protein YqaN
VOG00401	35	34	Xh	sp|O59413|DEGLY_PYRHO Deglycase PH1704
VOG00402	46	45	XhXs	sp|P07613|PG096_VACCW Protein OPG096
VOG00403	109	106	Xu	REFSEQ hypothetical protein
VOG00404	200	193	Xu	sp|P39416|Y00F_BPT4 Uncharacterized 19.7 kDa protein in motB-dexA intergenic region
VOG00405	154	154	Xu	REFSEQ minor head protein
VOG00406	13	12	Xu	REFSEQ neck passage structure
VOG00407	29	27	Xu	REFSEQ hypothetical protein
VOG00408	93	93	XhXp	sp|Q37975|HOLIN_BPA18 Putative antiholin
VOG00409	43	40	XhXr	sp|Q9F417|RECA_MYCCI Protein RecA (Fragment)
VOG00410	23	19	Xu	REFSEQ hypothetical protein
VOG00411	11	11	XpXs	sp|Q38394|FIB37_BPK3 Long tail fiber protein p37
VOG00412	112	112	XhXs	sp|Q6QGD9|HCP_BPT5 Head completion protein
VOG00413	771	767	Xp	sp|P04521|EXO1_BPT4 Exonuclease subunit 1
VOG00414	10	10	Xu	REFSEQ hypothetical protein
VOG00415	63	63	Xu	REFSEQ hypothetical protein
VOG00416	1061	834	Xr	sp|P00471|TYSY_BPT4 Thymidylate synthase
VOG00417	14	14	Xu	REFSEQ tail fiber protein
VOG00418	137	118	Xu	sp|P59935|53DR_BPKV4 Putative 5'(3')-deoxyribonucleotidase
VOG00419	749	749	Xu	sp|Q05225|VG19_BPML5 Gene 19 protein
VOG00420	296	296	Xu	REFSEQ hypothetical protein
VOG00421	22	16	Xu	REFSEQ hypothetical protein
VOG00422	104	104	Xu	REFSEQ hypothetical protein
VOG00423	15	14	Xu	REFSEQ replication initiation protein
VOG00424	17	12	Xu	REFSEQ tail fiber protein
VOG00425	27	27	Xu	REFSEQ hypothetical protein
VOG00426	150	150	Xu	sp|O64268|VG87_BPMD2 Gene 87 protein
VOG00427	68	57	Xu	REFSEQ hypothetical protein
VOG00428	49	48	XhXr	sp|B6YUE9|CDC6_THEON ORC1-type DNA replication protein
VOG00429	14	14	Xu	REFSEQ ead/Ea22-like family protein
VOG00430	214	212	Xu	sp|P13318|Y06K_BPT4 Uncharacterized 25.0 kDa protein in regB-denV intergenic region
VOG00431	132	132	Xu	REFSEQ DNA polymerase/primase
VOG00432	35	33	Xu	REFSEQ hypothetical protein
VOG00433	374	374	XhXp	sp|P39504|SPAN1_BPT4 Spanin, inner membrane subunit
VOG00434	74	74	Xu	REFSEQ lytic tail protein
VOG00435	199	199	Xu	sp|P07080|Y04D_BPT4 Uncharacterized 5.1 kDa protein in Gp55-nrdG intergenic region
VOG00436	101	95	Xh	sp|Q5UQD2|PNKP_MIMIV Putative bifunctional polynucleotide phosphatase/kinase
VOG00437	21	21	Xu	REFSEQ hypothetical protein
VOG00438	359	358	Xr	sp|P03693|TERS_BPT7 Terminase, small subunit gp18
VOG00439	21	21	Xu	REFSEQ hypothetical protein
VOG00440	20	19	Xu	REFSEQ hypothetical protein
VOG00441	304	283	Xu	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region
VOG00442	20	15	Xu	REFSEQ hypothetical protein
VOG00443	116	116	Xu	REFSEQ hypothetical protein
VOG00444	37	36	Xu	REFSEQ hypothetical protein
VOG00445	331	200	XhXs	sp|Q38424|ALT_BPT2 NAD(+)--arginine ADP-ribosyltransferase
VOG00446	84	84	Xu	REFSEQ hypothetical protein
VOG00447	205	205	Xs	sp|O48448|COMPL_BPSPP Tail completion protein gp17
VOG00448	15	15	Xu	sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD
VOG00449	414	407	Xs	sp|P11110|NECK1_BPT4 Neck protein gp13
VOG00450	65	65	Xu	REFSEQ hypothetical protein
VOG00451	119	115	Xu	REFSEQ hypothetical protein
VOG00452	682	412	XhXs	sp|P04535|CAPSH_BPT4 Major capsid protein
VOG00453	22	22	Xu	REFSEQ tail fiber protein
VOG00454	214	197	Xu	REFSEQ hypothetical protein
VOG00455	49	49	Xu	REFSEQ hypothetical protein
VOG00456	119	119	XhXs	sp|O64325|COMPL_BPN15 Tail completion protein
VOG00457	46	22	Xu	REFSEQ hypothetical protein
VOG00458	67	36	Xh	sp|Q5UPT0|LONH_MIMIV Lon protease homolog
VOG00459	538	505	Xh	sp|P32277|RLIG2_BPT4 RNA ligase 2
VOG00460	65	64	XhXpXrXs	sp|P08545|POLG_TMEVG Genome polyprotein
VOG00461	58	51	Xs	sp|Q5UQ83|YR526_MIMIV Putative alpha/beta hydrolase R526
VOG00462	15	14	Xu	sp|Q27YG8|YORF3_NORAV Uncharacterized ORF3 protein
VOG00463	58	34	Xu	sp|O57167|C10_VACCA Protein C10
VOG00464	17	9	Xu	REFSEQ hypothetical protein
VOG00465	62	38	Xh	sp|P0AGC9|QACE_ECOLX Quaternary ammonium compound-resistance protein QacE
VOG00466	63	26	Xu	sp|Q5UQZ0|YR895_MIMIV Uncharacterized protein R895
VOG00467	58	58	Xu	sp|Q03209|P78_NPVAC Protein P78/83
VOG00468	36	36	Xr	sp|P09504|P0_TYYVF Suppressor of silencing P0
VOG00469	115	115	XhXrXs	sp|P89876|POLG_LMVE Genome polyprotein
VOG00470	56	18	Xu	sp|Q5UPJ3|YL116_MIMIV Uncharacterized protein L116
VOG00471	24	8	Xu	REFSEQ hypothetical protein
VOG00472	26	5	Xp	sp|F5HF68|VIRF1_HHV8P VIRF-1
VOG00473	97	97	Xu	sp|P41729|Y098_GVCL Uncharacterized 41.0 kDa protein in P143-LEF5 intergenic region
VOG00474	95	4	Xu	REFSEQ hypothetical protein
VOG00475	38	35	Xu	REFSEQ hypothetical protein
VOG00476	88	44	Xh	sp|P68636|CRMB_CAMPM Soluble TNF receptor II
VOG00477	38	36	Xu	sp|Q1KZ54|P24_CILVC Uncharacterized protein p24
VOG00478	29	29	Xs	sp|P0C778|MP2_CARMS Double gene block protein 2
VOG00479	56	56	Xu	REFSEQ hypothetical protein
VOG00480	83	83	Xu	REFSEQ hypothetical protein
VOG00481	28	13	Xu	sp|Q5UQ61|YR661_MIMIV Uncharacterized protein R661
VOG00482	17	7	Xu	REFSEQ hypothetical protein
VOG00483	20	20	Xu	REFSEQ PH domain-containing protein
VOG00484	86	86	Xu	REFSEQ Arc-like repressor
VOG00485	31	31	Xu	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
VOG00486	44	29	Xu	sp|Q1I0U1|VP11_MPRVN Uncharacterized protein VP11
VOG00487	21	21	Xu	REFSEQ HNH endonuclease
VOG00488	23	23	Xu	REFSEQ tail fiber protein
VOG00489	133	131	Xh	sp|Q06717|GSTG_BPT2 Beta-glucosyl-HMC-alpha-glucosyl-transferase
VOG00490	16	16	Xu	REFSEQ hypothetical protein
VOG00491	12	12	Xu	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245
VOG00492	95	78	Xu	REFSEQ hypothetical protein
VOG00493	454	453	XhXr	sp|P03690|VR2A_BPT4 Protein rIIA
VOG00494	12	12	XpXs	sp|P07067|FIB37_BPT2 Long tail fiber protein p37
VOG00495	20	12	Xu	sp|P19895|SEGD_BPT4 Putative endonuclease segD
VOG00496	54	54	Xu	REFSEQ minor tail protein
VOG00497	73	72	XhXr	sp|P09506|P1_TYYVF Protein P1
VOG00498	21	14	Xh	sp|Q07943|VDP_BOMMO Vitellin-degrading protease
VOG00499	15	15	Xu	REFSEQ tail fiber assembly protein
VOG00500	38	34	Xu	REFSEQ tail protein
VOG00501	14	14	Xu	REFSEQ hypothetical protein
VOG00502	157	146	Xu	REFSEQ hypothetical protein
VOG00503	29	29	Xu	REFSEQ hypothetical protein
VOG00504	212	208	XhXpXrXs	sp|O64332|TIPL_BPN15 Tail tip protein L
VOG00505	25	15	Xu	REFSEQ hypothetical protein
VOG00506	27	27	Xu	REFSEQ minor tail protein
VOG00507	48	48	Xu	REFSEQ hypothetical protein
VOG00508	28	25	Xu	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU
VOG00509	29	28	Xu	REFSEQ hypothetical protein
VOG00510	805	805	Xu	sp|O64262|VG69_BPMD2 Gene 69 protein
VOG00511	100	85	Xu	REFSEQ hypothetical protein
VOG00512	21	18	Xu	REFSEQ tail protein
VOG00513	116	97	Xu	REFSEQ hypothetical protein
VOG00514	13	13	XhXpXs	sp|P26700|FIBH_BPP2 Probable tail fiber protein
VOG00515	1579	951	XrXs	sp|O64219|TAP25_BPMD2 Tail assembly protein Gp25
VOG00516	591	578	XpXrXs	sp|P03728|PORTL_BPT7 Portal protein
VOG00517	18	18	XhXr	sp|A9M916|CCRM_BRUC2 DNA methyltransferase CcrM
VOG00518	391	391	Xu	sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8
VOG00519	93	92	Xu	REFSEQ hypothetical protein
VOG00520	168	168	XhXr	sp|Q9L7L6|DPO3B_MYCPA Beta sliding clamp
VOG00521	667	665	XhXs	sp|P51767|BPJ_BPP2 Baseplate protein J
VOG00522	17	14	Xu	REFSEQ hypothetical protein
VOG00523	9	9	Xu	REFSEQ tail spike protein
VOG00524	23	22	Xu	REFSEQ hypothetical protein
VOG00525	66	61	Xu	REFSEQ hypothetical protein
VOG00526	55	55	Xu	REFSEQ DUF771 domain-containing protein
VOG00527	1191	1154	Xh	sp|P69924|RIR2_ECOLI Ribonucleoside-diphosphate reductase 1 subunit beta
VOG00528	50	50	Xu	REFSEQ hypothetical protein
VOG00529	728	712	XrXs	sp|P19727|CAPSB_BPT7 Minor capsid protein
VOG00530	49	49	Xu	sp|Q8QL46|Y56B_SIRV1 Uncharacterized protein 56B
VOG00531	41	35	Xu	REFSEQ hypothetical protein
VOG00532	92	92	Xu	REFSEQ hypothetical protein
VOG00533	14	14	Xu	REFSEQ hypothetical protein
VOG00534	214	214	Xu	REFSEQ hypothetical protein
VOG00535	56	56	Xu	REFSEQ hypothetical protein
VOG00536	45	44	Xu	REFSEQ hypothetical protein
VOG00537	59	54	Xu	REFSEQ HTH DNA binding protein
VOG00538	87	87	Xu	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2
VOG00539	19	19	Xu	REFSEQ hypothetical protein
VOG00540	66	65	Xu	sp|O64212|VG19_BPMD2 Gene 19 protein
VOG00541	157	152	Xu	sp|A9CRB8|TAIL_BPMR1 Putative tail protein
VOG00542	13	13	Xu	REFSEQ double zinc ribbon protein
VOG00543	34	29	Xu	REFSEQ hypothetical protein
VOG00544	53	53	Xu	REFSEQ lipoprotein
VOG00545	35	19	Xu	REFSEQ tail assembly chaperone
VOG00546	12	12	Xu	REFSEQ tail fiber protein
VOG00547	29	29	Xu	REFSEQ minor tail protein
VOG00548	17	16	Xu	REFSEQ hypothetical protein
VOG00549	630	411	XhXs	sp|P17173|TAP51_BPT4 Baseplate hub assembly protein gp51
VOG00550	39	39	Xu	REFSEQ hypothetical protein
VOG00551	23	23	Xu	REFSEQ hypothetical protein
VOG00552	93	73	Xu	REFSEQ tail assembly chaperone
VOG00553	16	10	Xh	sp|O82150|FTSH_TOBAC ATP-dependent zinc metalloprotease FTSH, chloroplastic
VOG00554	71	71	Xu	REFSEQ hypothetical protein
VOG00555	182	182	XpXrXs	sp|Q38584|HCP15_BPSPP Head completion protein gp15
VOG00556	219	218	Xu	sp|P36934|VPS_BPP2 Tail completion protein S
VOG00557	308	286	XhXr	sp|P24425|KITH_EHV4 Thymidine kinase
VOG00558	50	50	Xu	REFSEQ nucleoside triphosphate pyrophosphohydrolase
VOG00559	11	11	Xu	REFSEQ tail fiber protein
VOG00560	553	552	Xu	sp|Q05227|VG21_BPML5 Gene 21 protein
VOG00561	79	79	Xu	REFSEQ Holliday junction resolvase
VOG00562	685	680	Xu	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29
VOG00563	267	266	Xu	sp|P17308|Y13B_BPT4 Uncharacterized 11.5 kDa protein in Gp31-cd intergenic region
VOG00564	17	16	Xh	sp|Q54DY9|BCS1B_DICDI Probable mitochondrial chaperone BCS1-B
VOG00565	159	145	Xu	sp|Q03183|RINB_BPPHA Transcriptional activator rinB
VOG00566	32	28	Xu	REFSEQ hypothetical protein
VOG00567	23	23	Xu	REFSEQ hypothetical protein
VOG00568	70	68	Xp	sp|P33863|PG065_VAR67 RNA-binding protein OPG065
VOG00569	11	10	XhXr	sp|B4YNF3|V13_SPTNK Putative helicase V13
VOG00570	120	103	Xu	REFSEQ hypothetical protein
VOG00571	55	38	Xu	REFSEQ hypothetical protein
VOG00572	78	22	Xu	REFSEQ tail fiber protein
VOG00573	41	41	XhXp	sp|P0DOK7|SPAN2_BPP21 Spanin, outer lipoprotein subunit
VOG00574	28	22	Xh	sp|Q5UR65|YL620_MIMIV Uncharacterized protein L620
VOG00575	365	365	XhXs	sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3
VOG00576	11	11	Xu	REFSEQ tail fiber protein
VOG00577	114	114	Xu	REFSEQ hypothetical protein
VOG00578	125	125	Xu	REFSEQ hypothetical protein
VOG00579	19	17	Xu	REFSEQ hypothetical protein
VOG00580	193	106	Xu	REFSEQ high light inducible protein
VOG00581	81	73	Xu	sp|Q5UPH8|YR106_MIMIV Uncharacterized protein R106
VOG00582	49	24	Xu	sp|Q5UQ91|YL531_MIMIV Uncharacterized protein L531
VOG00583	11	11	Xu	REFSEQ hypothetical protein
VOG00584	89	69	Xu	REFSEQ hypothetical protein
VOG00585	127	126	Xu	REFSEQ MazG-like pyrophosphatase
VOG00586	100	72	Xu	REFSEQ hypothetical protein
VOG00587	25	23	Xu	REFSEQ virion structural protein
VOG00588	124	120	Xu	REFSEQ HNH endonuclease
VOG00589	174	163	Xh	sp|P07068|PIN_BPT4 Host protease inhibitor
VOG00590	70	58	Xs	sp|Q5UP30|YL851_MIMIV Uncharacterized protein L851
VOG00591	11	11	Xu	REFSEQ tail fiber protein
VOG00592	26	18	XhXr	sp|P43138|APEX1_RAT DNA-(apurinic or apyrimidinic site) endonuclease
VOG00593	18	17	Xu	REFSEQ hypothetical protein
VOG00594	17	17	Xu	REFSEQ tail fiber protein
VOG00595	23	23	XhXp	sp|O80288|ENLYS_BPPS3 SAR-endolysin
VOG00596	21	21	Xu	REFSEQ hypothetical protein
VOG00597	12	12	Xu	REFSEQ hypothetical protein
VOG00598	178	177	Xh	sp|P20833|V11_BPT3 Gene 1.1 protein
VOG00599	17	17	Xu	REFSEQ hypothetical protein
VOG00600	31	25	Xu	REFSEQ hypothetical protein
VOG00601	27	27	XhXr	sp|P54634|POLG_LORDV Genome polyprotein
VOG00602	91	91	Xu	REFSEQ hypothetical protein
VOG00603	41	41	Xu	REFSEQ hypothetical protein
VOG00604	16	13	Xu	REFSEQ hypothetical protein
VOG00605	13	10	Xu	sp|Q8QVL5|ORF3_TTVF1 Uncharacterized ORF3 protein
VOG00606	30	3	Xu	REFSEQ membrane protein EE40
VOG00607	28	24	XhXp	sp|A0A7H0DN12|PG039_MONPV Interferon antagonist OPG039
VOG00608	8	7	Xu	REFSEQ RING finger domain protein
VOG00609	12	9	Xu	REFSEQ hypothetical protein
VOG00610	52	51	XhXs	sp|P0DSW1|PG139_VAR67 Virion membrane protein OPG139
VOG00611	162	154	Xu	REFSEQ hypothetical protein
VOG00612	60	16	Xu	sp|Q5UQY7|YR898_MIMIV Uncharacterized protein R898
VOG00613	41	38	Xh	sp|P02466|CO1A2_RAT Collagen alpha-2(I) chain
VOG00614	50	47	Xu	REFSEQ hypothetical protein
VOG00615	9	9	Xu	REFSEQ RNA-dependent RNA polymerase
VOG00616	81	80	XhXrXs	sp|Q5UPX7|RPO5_MIMIV DNA-directed RNA polymerase subunit 5
VOG00617	14	2	Xu	REFSEQ hypothetical protein
VOG00618	62	21	Xu	REFSEQ hypothetical protein
VOG00619	38	38	Xu	sp|Q04580|VNBP_SHVX 14.7 kDa protein
VOG00620	45	16	Xu	sp|Q5URA4|YL144_MIMIV Uncharacterized protein L144
VOG00621	192	192	Xu	REFSEQ hypothetical protein
VOG00622	181	178	Xs	sp|Q9QBU3|CAPSD_POLVP Capsid protein
VOG00623	77	25	Xs	sp|Q5UNW2|YR706_MIMIV Uncharacterized protein R706
VOG00624	102	101	XhXrXs	sp|P0CK08|MVP_SBMVN P3N-PIPO polyprotein
VOG00625	42	39	Xu	REFSEQ hypothetical protein
VOG00626	17	15	Xu	REFSEQ hypothetical protein
VOG00627	43	43	Xu	REFSEQ E4
VOG00628	83	3	Xu	REFSEQ hypothetical protein
VOG00629	37	37	XhXr	sp|P04518|RDRP_CARMV RNA-directed RNA polymerase
VOG00630	446	445	XhXr	sp|Q67621|AC4_TYCS2 Protein C4
VOG00631	27	11	Xu	REFSEQ hypothetical protein
VOG00632	52	18	Xu	REFSEQ hypothetical protein
VOG00633	76	17	Xu	sp|Q5UNT0|YL674_MIMIV Putative BTB/POZ domain-containing protein L674
VOG00634	40	40	Xu	REFSEQ hypothetical protein
VOG00635	68	68	Xu	sp|P18922|Y16J_BPT4 Uncharacterized 5.1 kDa protein in Gp52-ac intergenic region
VOG00636	9	9	Xu	REFSEQ hypothetical protein
VOG00637	18	5	Xu	sp|Q8QL18|Y95_SIRV1 Uncharacterized protein 95
VOG00638	8	8	Xu	REFSEQ HNH endonuclease
VOG00639	14	13	XhXp	sp|O34939|YDIO_BACSU Type II methyltransferase M1.BsuMI
VOG00640	87	86	Xu	REFSEQ hypothetical protein
VOG00641	120	103	Xr	sp|Q01020|TRM3_SHV21 Tripartite terminase subunit 3
VOG00642	57	57	Xu	REFSEQ antimicrobial peptide resistance and lipid A acylation protein PagP
VOG00643	10	10	Xu	REFSEQ hypothetical protein
VOG00644	10	10	Xu	REFSEQ tail fiber protein; host specificity
VOG00645	74	74	Xu	REFSEQ hypothetical protein
VOG00646	14	14	Xu	REFSEQ tail length tape measure protein
VOG00647	424	416	XhXs	sp|P06807|PCPP_BPT4 Prohead core protein protease
VOG00648	18	18	Xu	REFSEQ hypothetical protein
VOG00649	11	10	Xu	sp|P07074|MOBC_BPT4 Probable mobile endonuclease C
VOG00650	17	17	Xu	sp|O64250|VG59_BPMD2 Gene 59 protein
VOG00651	37	37	Xu	REFSEQ transcriptional regulator WhiB-like
VOG00652	11	5	Xu	REFSEQ hypothetical protein
VOG00653	210	186	Xh	sp|Q38167|DMP_BPT5 5'-deoxynucleotidase
VOG00654	68	61	Xu	sp|Q05287|VG72_BPML5 Gene 72 protein
VOG00655	11	11	Xs	sp|P03740|TFA_LAMBD Tail fiber assembly protein
VOG00656	13	11	Xu	REFSEQ hypothetical protein
VOG00657	10	10	Xr	sp|P08320|VINT_BPP4 Integrase
VOG00658	26	26	Xu	sp|O31881|YOSH_BACSU SPbeta prophage-derived uncharacterized protein YosH
VOG00659	84	84	Xu	REFSEQ hypothetical protein
VOG00660	18	18	Xu	REFSEQ minor tail protein
VOG00661	14	14	Xu	REFSEQ tail fiber protein
VOG00662	49	49	Xu	REFSEQ late transcriptional activator
VOG00663	44	40	Xu	REFSEQ hypothetical protein
VOG00664	10	8	Xu	REFSEQ virion structural protein
VOG00665	91	89	Xu	REFSEQ hypothetical protein
VOG00666	86	72	Xu	REFSEQ hypothetical protein
VOG00667	29	28	XhXp	sp|P24356|PG045_VACCW Apoptosis regulator OPG045
VOG00668	9	9	Xu	REFSEQ minor head protein
VOG00669	68	68	Xu	sp|P68661|YBCO_ECOLI Putative nuclease YbcO
VOG00670	33	30	Xu	REFSEQ class 3 lipase
VOG00671	100	99	Xu	REFSEQ hypothetical protein
VOG00672	17	17	Xu	REFSEQ hypothetical protein
VOG00673	51	51	Xu	REFSEQ hypothetical protein
VOG00674	88	88	XhXp	sp|O03978|HOLIN_BPDP1 Holin
VOG00675	22	22	Xu	REFSEQ holin
VOG00676	17	15	Xu	REFSEQ hypothetical protein
VOG00677	15	12	Xu	REFSEQ replication initiation protein
VOG00678	14	13	Xu	REFSEQ HNH endonuclease
VOG00679	9	9	Xu	REFSEQ tail fiber protein
VOG00680	12	8	Xh	sp|B7K077|Y2196_RIPO1 PKHD-type hydroxylase PCC8801_2196
VOG00681	20	20	Xu	REFSEQ hypothetical protein
VOG00682	98	98	Xu	REFSEQ hypothetical protein
VOG00683	16	10	Xu	REFSEQ tail assembly chaperone
VOG00684	509	509	Xh	sp|O48499|D14_BPT5 Protein D14
VOG00685	16	14	Xu	REFSEQ tail protein
VOG00686	12	12	Xu	REFSEQ head maturation protease
VOG00687	78	77	Xu	sp|P37135|YAF1_BACLI Uncharacterized 11.0 kDa protein in cwlL 5'region
VOG00688	15	14	Xu	REFSEQ hypothetical protein
VOG00689	62	62	Xu	REFSEQ hypothetical protein
VOG00690	116	116	Xu	REFSEQ holin
VOG00691	13	12	Xu	REFSEQ tail fiber protein
VOG00692	110	108	Xu	sp|P03765|NINB_LAMBD Protein ninB
VOG00693	13	13	XhXr	sp|P06225|DPOL_BPSP2 DNA polymerase
VOG00694	10	10	Xu	REFSEQ DNA primase
VOG00695	10	6	XhXr	sp|P03708|TERL_LAMBD Terminase, large subunit
VOG00696	9	9	Xu	REFSEQ hypothetical protein
VOG00697	7	7	Xu	REFSEQ HNH endonuclease
VOG00698	30	29	Xu	REFSEQ glycosyltransferase
VOG00699	299	298	Xu	REFSEQ head-tail adaptor
VOG00700	38	18	Xu	REFSEQ hypothetical protein
VOG00701	8	7	Xh	sp|P18708|NSF_CRIGR Vesicle-fusing ATPase
VOG00702	50	50	Xu	REFSEQ hypothetical protein
VOG00703	93	93	Xp	sp|P39510|ARN_BPT4 Anti-restriction endonuclease
VOG00704	12	8	Xu	REFSEQ tail fiber protein
VOG00705	23	23	Xu	REFSEQ terminase large subunit
VOG00706	153	91	XhXrXs	sp|O64312|TAPFS_BPP2 Tail assembly protein E'
VOG00707	21	21	Xu	REFSEQ hypothetical protein
VOG00708	206	187	XpXrXs	sp|O21879|TUBE_BPLSK Tail tube protein
VOG00709	551	549	Xu	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG
VOG00710	185	185	XhXr	sp|P48311|DPOL_ADE40 DNA polymerase
VOG00711	76	74	Xu	sp|Q38665|NINX_BPP22 Putative protein ninX
VOG00712	151	150	Xu	REFSEQ DNA helicase
VOG00713	13	12	Xu	REFSEQ hypothetical protein
VOG00714	11	11	Xu	REFSEQ long tail fiber protein distal subunit
VOG00715	93	78	Xu	REFSEQ internal virion protein
VOG00716	20	20	Xu	REFSEQ lipase
VOG00717	74	67	Xu	REFSEQ hypothetical protein
VOG00718	15	14	Xu	REFSEQ hypothetical protein
VOG00719	19	18	Xu	REFSEQ hypothetical protein
VOG00720	176	176	Xu	sp|P54464|YQEY_BACSU Uncharacterized protein YqeY
VOG00721	11	10	Xu	REFSEQ minor tail protein
VOG00722	70	69	Xh	sp|P03776|GP04_BPT7 Gene 0.4 protein
VOG00723	36	35	Xu	sp|Q91FU6|226R_IIV6 Uncharacterized protein 226R
VOG00724	44	24	Xu	REFSEQ hypothetical protein
VOG00725	25	22	Xu	REFSEQ hypothetical protein
VOG00726	596	596	Xu	sp|O64201|VG05_BPMD2 Gene 5 protein
VOG00727	38	38	Xu	REFSEQ hypothetical protein
VOG00728	469	467	XhXr	sp|P03691|VR2B_BPT4 Protein rIIB
VOG00729	32	30	Xu	REFSEQ hypothetical protein
VOG00730	126	121	XhXrXs	sp|Q8QMV9|MCEL_CWPXB mRNA-capping enzyme catalytic subunit
VOG00731	91	90	Xu	REFSEQ hypothetical protein
VOG00732	251	251	Xu	REFSEQ virion structural protein
VOG00733	112	52	Xu	sp|Q5UP23|YR260_MIMIV DnaJ-like protein R260
VOG00734	36	36	Xu	REFSEQ minor tail protein
VOG00735	10	10	Xu	REFSEQ baseplate wedge subunit
VOG00736	183	183	Xu	REFSEQ hypothetical protein
VOG00737	9	9	Xs	sp|D3WAD2|TMP_BPLP2 Probable tape measure protein
