L1	L2	L3	L4	KO	Function	EC	Count
07_Nucleic acid metabolism	Pyrimidine metabolism			K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00611	OTC, argF, argI; ornithine carbamoyltransferase	2.1.3.3	1
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	1
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	1
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	1
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00615	E2.2.1.1, tktA, tktB; transketolase	2.2.1.1	1
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K00616	E2.2.1.2, talA, talB; transaldolase	2.2.1.2	1
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K00616	E2.2.1.2, talA, talB; transaldolase	2.2.1.2	1
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K00616	E2.2.1.2, talA, talB; transaldolase	2.2.1.2	1
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00616	E2.2.1.2, talA, talB; transaldolase	2.2.1.2	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00619	argA; amino-acid N-acetyltransferase	2.3.1.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	2.3.1.35 2.3.1.1	1
01_Fermentation	Lysine fermentation to acetate and butyrate			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate fermentation to butanol			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
14_Methanogenesis	From acetate			K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfoacetaldehyde degradation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00625	E2.3.1.8, pta; phosphate acetyltransferase	2.3.1.8	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase	2.3.1.9	1
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase	2.3.1.9	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00632	fadA, fadI; acetyl-CoA acyltransferase	2.3.1.16	1
01_Fermentation	Acetylene degradation			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Heterolactic fermentation			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Lysine fermentation to acetate and butyrate			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Mixed acid fermentation			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
02_Homoacetogenesis	Acetate formation from acetyl-coA I			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase	2.3.1.31 2.3.1.46	1
10_TCA cycle	TCA cycle			K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2.3.1.61	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00673	astA; arginine N-succinyltransferase	2.3.1.109	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	1
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
21_Cellular response to stress	Cellular response to stress			K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	2.3.2.2 3.4.19.13	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
20_Hydrolysis of polymers	Starch			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	1
20_Hydrolysis of polymers	Starch			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	1
21_Cellular response to stress	Response to osmotic stress			K00694	bcsA; cellulose synthase (UDP-forming)	2.4.1.12	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00697	otsA; trehalose 6-phosphate synthase	2.4.1.15 2.4.1.347	1
20_Hydrolysis of polymers	Starch			K00697	otsA; trehalose 6-phosphate synthase	2.4.1.15 2.4.1.347	1
21_Cellular response to stress	Response to osmotic stress			K00697	otsA; trehalose 6-phosphate synthase	2.4.1.15 2.4.1.347	1
21_Cellular response to stress	Trehalose metabolism in response to cold stress			K00697	otsA; trehalose 6-phosphate synthase	2.4.1.15 2.4.1.347	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K00700	GBE1, glgB; 1,4-alpha-glucan branching enzyme	2.4.1.18	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00703	glgA; starch synthase	2.4.1.21	1
20_Hydrolysis of polymers	Starch			K00703	glgA; starch synthase	2.4.1.21	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00705	malQ; 4-alpha-glucanotransferase	2.4.1.25	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K00705	malQ; 4-alpha-glucanotransferase	2.4.1.25	1
20_Hydrolysis of polymers	Starch			K00705	malQ; 4-alpha-glucanotransferase	2.4.1.25	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00720	UGCG; ceramide glucosyltransferase	2.4.1.80	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00748	lpxB; lipid-A-disaccharide synthase	2.4.1.182	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00748	lpxB; lipid-A-disaccharide synthase	2.4.1.182	1
07_Nucleic acid metabolism	Purine metabolism			K00760	hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	2.4.2.8	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00761	upp, UPRT; uracil phosphoribosyltransferase	2.4.2.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00762	pyrE; orotate phosphoribosyltransferase	2.4.2.10	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
07_Nucleic acid metabolism	Purine metabolism			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00765	hisG; ATP phosphoribosyltransferase	2.4.2.17	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00765	hisG; ATP phosphoribosyltransferase	2.4.2.17	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	1
21_Cellular response to stress	Response to nitrosative stress			K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
21_Cellular response to stress	Cellular response to stress			K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	2.6.1.16	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	2.6.1.16	1
06_Amino acid utilization biosynthesis metabolism	Oxydation deamination			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00822	E2.6.1.18; beta-alanine--pyruvate transaminase	2.6.1.18	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00822	E2.6.1.18; beta-alanine--pyruvate transaminase	2.6.1.18	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	2.6.1.42	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	2.6.1.42	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00831	serC, PSAT1; phosphoserine aminotransferase	2.6.1.52	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00832	tyrB; aromatic-amino-acid transaminase	2.6.1.57	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00836	ectB, dat; diaminobutyrate-2-oxoglutarate transaminase	2.6.1.76	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00840	astC; succinylornithine aminotransferase	2.6.1.81	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00845	glk; glucokinase	2.7.1.2	1
20_Hydrolysis of polymers	Starch			K00845	glk; glucokinase	2.7.1.2	1
20_Hydrolysis of polymers	Galactose			K00845	glk; glucokinase	2.7.1.2	1
20_Hydrolysis of polymers	Starch			K00847	E2.7.1.4, scrK; fructokinase	2.7.1.4	1
20_Hydrolysis of polymers	Xylose			K00854	xylB, XYLB; xylulokinase	2.7.1.17	1
07_Nucleic acid metabolism	Purine metabolism			K00860	cysC; adenylylsulfate kinase	2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00860	cysC; adenylylsulfate kinase	2.7.1.25	1
21_Cellular response to stress	Cellular response to oxidative stress			K00860	cysC; adenylylsulfate kinase	2.7.1.25	1
21_Cellular response to stress	Cellular response to stress			K00860	cysC; adenylylsulfate kinase	2.7.1.25	1
01_Fermentation	Heterolactic fermentation			K00865	glxK, garK; glycerate 2-kinase	2.7.1.165	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00865	glxK, garK; glycerate 2-kinase	2.7.1.165	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
07_Nucleic acid metabolism	Purine metabolism			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
20_Hydrolysis of polymers	Galactose			K00883	dgoK; 2-dehydro-3-deoxygalactonokinase	2.7.1.58	1
