ID	Function	Gene
TIGR00541	histidine decarboxylase, pyruvoyl type	
TIGR00542	putative hexulose-6-phosphate isomerase	
TIGR00543	isochorismate synthase	
TIGR00544	prolipoprotein diacylglyceryl transferase	lgt
TIGR00545	lipoyltransferase and lipoate-protein ligase	
TIGR00546	apolipoprotein N-acyltransferase	lnt
TIGR00547	outer membrane lipoprotein carrier protein LolA	lolA
TIGR00548	outer membrane lipoprotein LolB	lolB
TIGR00549	mevalonate kinase	mvk
TIGR00550	quinolinate synthetase complex, A subunit	nadA
TIGR00551	L-aspartate oxidase	nadB
TIGR00552	NAD+ synthetase	nadE
TIGR00553	aminodeoxychorismate synthase, component I	pabB
TIGR00554	pantothenate kinase	coaA
TIGR00555	pantothenate kinase	coaA
TIGR00556	phosphopantetheine--protein transferase domain	
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA
TIGR00558	pyridoxamine 5'-phosphate oxidase	pdxH
TIGR00559	pyridoxine 5'-phosphate synthase	pdxJ
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA
TIGR00561	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	pntA
TIGR00562	protoporphyrinogen oxidase	hemG
TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase	rsmB
TIGR00564	anthranilate synthase component I	trpE
TIGR00565	anthranilate synthase component I	trpE
TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	
TIGR00567	DNA-3-methyladenine glycosylase	
TIGR00568	alkylated DNA repair protein AlkB	alkB
TIGR00569	cyclin ccl1	
TIGR00570	CDK-activating kinase assembly factor MAT1	
TIGR00571	DNA adenine methylase	dam
TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family	
TIGR00574	DNA ligase I, ATP-dependent (dnl1)	
TIGR00575	DNA ligase, NAD-dependent	ligA
TIGR00576	dUTP diphosphatase	dut
TIGR00577	DNA-formamidopyrimidine glycosylase	mutM
TIGR00578	ATP-dependent DNA helicase II, 70 kDa subunit (ku70)	
TIGR00580	transcription-repair coupling factor	mfd
TIGR00581	molybdenum cofactor biosynthesis protein C	moaC
TIGR00583	DNA repair protein (mre11)	
TIGR00584	mismatch-specific thymine-DNA glycosylate (mug)	
TIGR00585	DNA mismatch repair protein MutL	mutL
TIGR00586	mutator mutT protein	
TIGR00587	apurinic endonuclease (APN1)	
TIGR00588	8-oxoguanine DNA-glycosylase (ogg)	
TIGR00589	methylated-DNA--[protein]-cysteine S-methyltransferase	
TIGR00590	proliferating cell nuclear antigen (pcna)	pcn
TIGR00591	deoxyribodipyrimidine photolyase	phrB
TIGR00592	DNA polymerase (pol2)	
TIGR00593	DNA polymerase I	polA
TIGR00594	DNA polymerase III, alpha subunit	dnaE
TIGR00595	primosomal protein N'	priA
TIGR00596	DNA repair protein (rad1)	
TIGR00597	DNA repair protein rad10	
TIGR00598	DNA repair protein	
TIGR00599	DNA repair protein rad18	
TIGR00600	DNA excision repair protein (rad2)	
TIGR00601	UV excision repair protein Rad23	
TIGR00602	checkpoint protein rad24	
TIGR00603	DNA repair helicase rad25	
TIGR00604	DNA repair helicase (rad3)	
TIGR00605	DNA repair protein rad4	
TIGR00606	rad50	
TIGR00607	recombination protein rad52	
TIGR00608	DNA repair protein RadC	
TIGR00609	exodeoxyribonuclease V, beta subunit	recB
TIGR00611	DNA replication and repair protein RecF	recF
TIGR00612	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	ispG
TIGR00613	DNA repair protein RecO	recO
TIGR00614	ATP-dependent DNA helicase, RecQ family	
TIGR00615	recombination protein RecR	recR
TIGR00616	recombinase, phage RecT family	
TIGR00617	replication factor-a protein 1 (rpa1)	
TIGR00618	exonuclease SbcC	
TIGR00619	exonuclease SbcCD, D subunit	sbcD
TIGR00621	single-stranded DNA-binding protein	ssb
TIGR00622	transcription factor ssl1	
TIGR00623	cell division inhibitor SulA	
TIGR00624	DNA-3-methyladenine glycosylase I	tag
TIGR00625	transcription factor Tfb2	
TIGR00627	transcription factor tfb4	
TIGR00628	uracil-DNA glycosylase	ung
TIGR00629	UV damage endonuclease UvdE	uvdE
TIGR00630	excinuclease ABC subunit A	uvrA
TIGR00631	excinuclease ABC subunit B	uvrB
TIGR00632	DNA mismatch endonuclease Vsr	vsr
TIGR00633	exodeoxyribonuclease III (xth)	
TIGR00634	DNA repair protein RecN	recN
TIGR00635	Holliday junction DNA helicase RuvB	ruvB
TIGR00636	ATP:cob(I)alamin adenosyltransferase	
TIGR00637	ModE molybdate transport repressor domain	
TIGR00638	molybdenum-pterin binding domain	
TIGR00639	phosphoribosylglycinamide formyltransferase	purN
TIGR00640	methylmalonyl-CoA mutase C-terminal domain	
TIGR00641	methylmalonyl-CoA mutase N-terminal domain	
TIGR00642	methylmalonyl-CoA mutase, small subunit	mutA
TIGR00643	ATP-dependent DNA helicase RecG	recG
TIGR00644	single-stranded-DNA-specific exonuclease RecJ	recJ
TIGR00645	TIGR00645 family protein	
TIGR00646	DNA primase-like protein	
TIGR00647	DNA-binding protein WhiA	whiA
TIGR00648	recombination protein U	recU
TIGR00649	beta-CASP ribonuclease, RNase J family	
TIGR00651	phosphate acetyltransferase	pta
TIGR00652	diaminopimelate epimerase	dapF
TIGR00653	glutamine synthetase, type I	glnA
TIGR00654	phenazine biosynthesis protein, PhzF family	
TIGR00655	formyltetrahydrofolate deformylase	purU
TIGR00656	aspartate kinase, monofunctional class	
TIGR00657	aspartate kinase	
TIGR00658	ornithine carbamoyltransferase	argF
TIGR00659	TIGR00659 family protein	
TIGR00661	conserved hypothetical protein	
TIGR00663	DNA polymerase III, beta subunit	dnaN
TIGR00664	DNA polymerase III, psi subunit	holD
TIGR00665	replicative DNA helicase	dnaB
TIGR00666	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB
TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase	aat
TIGR00668	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	apaH
TIGR00669	aspartate--ammonia ligase	asnA
TIGR00670	aspartate carbamoyltransferase	pyrB
TIGR00671	pantothenate kinase, type III	coaX
TIGR00672	CDP-diacylglycerol diphosphatase	cdh
TIGR00673	cyanase	cynS
TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase	dapA
TIGR00675	DNA (cytosine-5-)-methyltransferase	dcm
TIGR00676	methylenetetrahydrofolate reductase [NAD(P)H]	metF
TIGR00677	methylenetetrahydrofolate reductase	
TIGR00678	DNA polymerase III, delta' subunit	holB
TIGR00679	HPr(Ser) kinase/phosphatase	hprK
TIGR00680	K+-transporting ATPase, A subunit	kdpA
TIGR00681	K+-transporting ATPase, C subunit	kdpC
TIGR00682	tetraacyldisaccharide 4'-kinase	lpxK
TIGR00683	N-acetylneuraminate lyase	nanA
TIGR00684	nitrate reductase molybdenum cofactor assembly chaperone	narJ
TIGR00685	trehalose-phosphatase	otsB
TIGR00686	putative alkylphosphonate utilization operon protein PhnA	
TIGR00687	pyridoxal kinase	
TIGR00688	protein RarD	rarD
TIGR00689	sugar-phosphate isomerase, RpiB/LacA/LacB family	
TIGR00690	DNA-directed RNA polymerase, omega subunit	rpoZ
TIGR00691	RelA/SpoT family protein	
TIGR00692	L-threonine 3-dehydrogenase	tdh
TIGR00693	thiamine-phosphate diphosphorylase	thiE
TIGR00694	hydroxyethylthiazole kinase	thiM
TIGR00695	mannonate dehydratase	uxuA
TIGR00696	glycosyltransferase, WecB/TagA/CpsF family	
TIGR00697	conserved hypothetical integral membrane protein	
TIGR00698	conserved hypothetical protein	
TIGR00699	4-aminobutyrate aminotransferase	
TIGR00700	4-aminobutyrate transaminase	gabT
TIGR00701	TIGR00701 family protein	
TIGR00702	YcaO-type kinase domain	
TIGR00703	TIGR00703 family protein	
TIGR00704	Na/Pi-cotransporter II-related protein	
TIGR00705	signal peptide peptidase SppA, 67K type	sppA
TIGR00706	signal peptide peptidase SppA, 36K type	sppA
TIGR00707	transaminase, acetylornithine/succinylornithine family	
TIGR00708	cob(I)yrinic acid a,c-diamide adenosyltransferase	cobO
TIGR00709	2,4-diaminobutyrate 4-transaminase	
TIGR00710	drug resistance transporter, Bcr/CflA subfamily	
TIGR00711	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	
TIGR00712	glycerol-3-phosphate transporter	glpT
TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase	hemL
TIGR00714	Fe-S protein assembly co-chaperone HscB	hscB
TIGR00715	precorrin-6x reductase	cobK
TIGR00716	ribonuclease HIII	rnhC
TIGR00717	ribosomal protein bS1	rpsA
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit	sdaAB
TIGR00720	L-serine ammonia-lyase	
TIGR00721	DNA-binding protein, Tfx family	
TIGR00722	hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type	
TIGR00723	hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type	
TIGR00724	biotin-dependent carboxylase uncharacterized domain	
TIGR00725	TIGR00725 family protein	
TIGR00726	YfiH family protein	
TIGR00727	small oligopeptide transporter, OPT family	
TIGR00728	oligopeptide transporter, OPT superfamily	
TIGR00729	ribonuclease HII	rnhB
TIGR00730	TIGR00730 family protein	
TIGR00731	ribosomal protein bL25, Ctc-form	
TIGR00732	DNA protecting protein DprA	dprA
TIGR00733	oligopeptide transporter, OPT family	
TIGR00734	hisA/hisF family protein	
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit	hisF
TIGR00736	putative TIM-barrel protein	
TIGR00737	putative TIM-barrel protein, nifR3 family	
TIGR00738	Rrf2 family protein	
TIGR00739	preprotein translocase, YajC subunit	yajC
TIGR00740	tRNA (cmo5U34)-methyltransferase	cmoA
TIGR00741	ribosomal subunit interface protein	raiA
TIGR00742	tRNA dihydrouridine synthase A	dusA
TIGR00743	conserved hypothetical protein	
TIGR00744	ROK family protein (putative glucokinase)	
TIGR00745	2-dehydropantoate 2-reductase	
TIGR00746	carbamate kinase	arcC
TIGR00747	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH
TIGR00748	putative hydroxymethylglutaryl-CoA synthase	
TIGR00749	glucokinase	glk
TIGR00750	LAO/AO transport system ATPase	
TIGR00751	1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA
TIGR00752	outer membrane lipoprotein, Slp family	
TIGR00753	undecaprenyl-diphosphatase UppP	uppP
TIGR00754	bacterioferritin	bfr
TIGR00755	ribosomal RNA small subunit methyltransferase A	rsmA
TIGR00756	pentatricopeptide repeat domain	
TIGR00757	ribonuclease, Rne/Rng family	
TIGR00758	uracil-DNA glycosylase, family 4	
TIGR00759	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE
TIGR00760	L-ribulose-5-phosphate 4-epimerase	araD
TIGR00761	acetylglutamate kinase	argB
TIGR00762	EDD domain protein, DegV family	
TIGR00763	endopeptidase La	lon
TIGR00764	putative ATP-dependent protease	
TIGR00765	YihY family inner membrane protein	yihY
TIGR00766	inner membrane protein YhjD	yhjD
TIGR00767	transcription termination factor Rho	rho
TIGR00768	alpha-L-glutamate ligase, RimK family	
TIGR00769	ADP/ATP carrier protein family	
TIGR00770	transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	
TIGR00771	transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family	
TIGR00773	Na+/H+ antiporter NhaA	nhaA
TIGR00774	Na+/H+ antiporter NhaB	nhaB
TIGR00775	Na+/H+ antiporter, NhaD family	
TIGR00776	RhaT L-rhamnose-proton symporter family protein	
TIGR00777	alkylhydroperoxidase, AhpD family	ahpD
TIGR00778	alkylhydroperoxidase AhpD family core domain	
TIGR00779	cadmium resistance transporter family protein	
TIGR00780	cytochrome c oxidase, cbb3-type, subunit I	ccoN
TIGR00781	cytochrome c oxidase, cbb3-type, subunit II	ccoO
TIGR00782	cytochrome c oxidase, cbb3-type, subunit III	ccoP
TIGR00783	citrate carrier protein, CCS family	
TIGR00784	citrate transporter	
TIGR00785	transporter, divalent anion:Na+ symporter (DASS) family	
TIGR00786	TRAP transporter, DctM subunit	
TIGR00787	TRAP transporter solute receptor, DctP family	
TIGR00788	folate/biopterin transporter	fbt
TIGR00789	FlhB domain protein	
TIGR00790	formate/nitrite transporter	fnt
TIGR00791	transporter, gluconate:H+ symporter (GntP) family	
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter	gph
TIGR00793	2-keto-3-deoxygluconate transporter	kdgT
TIGR00794	potassium uptake protein	kup
TIGR00795	transporter, lactate permease (LctP) family	
TIGR00796	branched-chain amino acid transport system II carrier protein	brnQ
TIGR00797	MATE efflux family protein	
TIGR00798	tricarboxylate carrier	
TIGR00799	Golgi 4-transmembrane spanning transporter	mtp
TIGR00800	NCS1 nucleoside transporter family	ncs1
TIGR00801	uracil-xanthine permease	
TIGR00802	transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family	
TIGR00803	UDP-galactose transporter	nst
TIGR00804	nucleoside transporter, NupC family	
TIGR00805	sodium-independent organic anion transporter	oat
TIGR00806	reduced folate carrier	rfc
TIGR00807	malonate transporter, MadL subunit	madL
TIGR00808	malonate transporter, MadM subunit	madM
TIGR00809	protein-export chaperone SecB	secB
TIGR00810	preprotein translocase, SecG subunit	secG
TIGR00811	silicon transporter	siT1
TIGR00813	transporter, solute:sodium symporter (SSS) family	
TIGR00814	serine transporter	stp
TIGR00815	sulfate permease	sulP
TIGR00816	C4-dicarboxylate transporter/malic acid transport protein	tdt
TIGR00817	Tpt phosphate/phosphoenolpyruvate translocator	tpt
TIGR00819	AbgT transporter family	ydaH
TIGR00820	ZIP zinc/iron transport family	zip
TIGR00821	PTS system, glucitol/sorbitol-specific, IIC component	srlA
TIGR00822	PTS system, mannose/fructose/sorbose family, IIC component	
TIGR00823	PTS system, lactose-specific IIa component	lacF
TIGR00824	PTS system, mannose/fructose/sorbose family, IIA component	
TIGR00825	PTS system, glucitol/sorbitol-specific, IIBC component	
TIGR00826	PTS system, glucose-like IIB component	
TIGR00827	PTS system, galactitol-specific IIC component	
TIGR00828	PTS system, mannose/fructose/sorbose family, IID component	
TIGR00829	PTS system, Fru family, IIB component	
TIGR00830	PTS system, glucose subfamily, IIA component	ptbA
TIGR00831	Na+/H+ antiporter	
TIGR00832	arsenical-resistance protein	arsB
TIGR00833	transport protein	
TIGR00834	anion exchange protein	
TIGR00835	amino acid carrier protein	agcS
TIGR00836	ammonium transporter	amt
TIGR00837	aromatic amino acid transport protein	
TIGR00838	argininosuccinate lyase	argH
TIGR00839	aspartate ammonia-lyase	aspA
TIGR00840	sodium/hydrogen exchanger 3	nhe-3
TIGR00841	bile acid transporter	
TIGR00842	transporter, betaine/carnitine/choline transporter (BCCT) family	
TIGR00843	benzoate transporter	
TIGR00844	sodium/hydrogen antiporter	
TIGR00845	sodium/calcium exchanger 1	
TIGR00846	calcium/proton exchanger	chaA
TIGR00847	cytochrome oxidase maturation protein, cbb3-type	ccoS
TIGR00848	PTS system, fructose subfamily, IIA component	fruA
TIGR00849	PTS system, glucitol/sorbitol-specific IIA component	
TIGR00851	PTS system, mannitol-specific IIC component	mtlA
TIGR00852	PTS system, maltose and glucose-specific subfamily, IIC component	
TIGR00853	PTS system, lactose/cellobiose family IIB component	
TIGR00854	PTS system, mannose/fructose/sorbose family, IIB component	
TIGR00855	ribosomal protein bL12	rplL
TIGR00856	dihydroorotase, homodimeric type	pyrC
TIGR00857	dihydroorotase, multifunctional complex type	pyrC
TIGR00858	8-amino-7-oxononanoate synthase	bioF
TIGR00859	sodium channel transporter	ENaC
TIGR00860	cation transporter family protein	LIC
TIGR00861	MIP family channel proteins	
TIGR00862	intracellular chloride channel protein	
TIGR00863	cation transporter protein	P2X
TIGR00864	polycystin cation channel protein	PCC
TIGR00865	apoptosis regulator	bcl-2
TIGR00867	degenerin	deg-1
TIGR00868	calcium-activated chloride channel protein 1	
TIGR00869	protein translocation protein, Sec62 family	
TIGR00870	transient-receptor-potential calcium channel protein	trp
TIGR00871	glucose-6-phosphate dehydrogenase	zwf
TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)	gnd
TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)	gnd
TIGR00874	transaldolase	tal
TIGR00875	fructose-6-phosphate aldolase	fsa
TIGR00876	transaldolase	tal
TIGR00877	phosphoribosylamine--glycine ligase	purD
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase	purM
TIGR00879	MFS transporter, sugar porter (SP) family	
TIGR00880	multidrug resistance protein	
TIGR00881	phosphoglycerate transporter family protein	
TIGR00882	oligosaccharide:H+ symporter	
TIGR00883	MFS transporter, metabolite:H+ symporter (MHS) family protein	
TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain	guaA
TIGR00885	L-fucose:H+ symporter permease	fucP
TIGR00886	nitrite transporter	narK
TIGR00887	phosphate:H+ symporter	
TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain	guaA
TIGR00889	nucleoside transporter	
TIGR00890	oxalate/formate antiporter family transporter	
TIGR00891	MFS transporter, sialate:H+ symporter (SHS) family	
TIGR00892	monocarboxylate transporter	mct1
TIGR00893	D-galactonate transporter	
TIGR00894	Na(+)-dependent inorganic phosphate cotransporter	
TIGR00895	MFS transporter, aromatic acid:H+ symporter (AAHS) family	
TIGR00896	cyanate transporter	
TIGR00897	polyol permease	
TIGR00898	cation transport protein	
TIGR00899	sugar efflux transporter	
TIGR00900	H+ Antiporter protein	
TIGR00901	AmpG-like permease	
TIGR00902	MFS transporter, phenyl propionate permease (PPP) family	
TIGR00903	major facilitator 4 family protein	
TIGR00904	cell shape determining protein, MreB/Mrl family	
TIGR00905	transporter, basic amino acid/polyamine antiporter (APA) family	
TIGR00906	cationic amino acid transport permease	aaT
TIGR00907	amino acid permease	
TIGR00908	ethanolamine permease	eat
TIGR00909	amino acid transporter	
TIGR00910	glutamate:gamma-aminobutyrate antiporter	gadC
TIGR00911	L-type amino acid transporter	
TIGR00912	spore germination protein (amino acid permease)	
TIGR00913	amino acid permease (yeast)	
TIGR00914	heavy metal efflux pump, CzcA family	
TIGR00915	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	
TIGR00916	protein-export membrane protein, SecD/SecF family	
TIGR00917	Niemann-Pick C type protein family	
TIGR00918	transmembrane receptor Patched	PTC
TIGR00920	3-hydroxy-3-methylglutaryl-coenzyme A reductase	
TIGR00921	efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family	
TIGR00922	transcription termination/antitermination factor NusG	nusG
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)	
TIGR00926	oligopeptide transporter, peptide:H+ symporter	PepT1
TIGR00927	K+-dependent Na+/Ca+ exchanger	
TIGR00928	adenylosuccinate lyase	purB
TIGR00929	type IV secretion/conjugal transfer ATPase, VirB4 family	
TIGR00930	K-Cl cotransporter	ccc
TIGR00931	Na+/H+ antiporter NhaC	nhaC
TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family	
TIGR00933	potassium uptake protein, TrkH family	
TIGR00934	potassium uptake protein, Trk family	
TIGR00935	arsenite/antimonite efflux pump membrane protein	arsB
TIGR00936	adenosylhomocysteinase	ahcY
TIGR00937	chromate efflux transporter	chrA
TIGR00938	homoserine kinase	thrB
TIGR00939	nucleoside Transporter	ENT
TIGR00940	monovalent cation:proton antiporter	CPA3
TIGR00941	multicomponent Na+:H+ antiporter, MnhC subunit	mnhC
TIGR00942	multicomponent Na+:H+ antiporter	mnhC
TIGR00943	monovalent cation:proton antiporter	nha
TIGR00944	multicomponent K+:H+antiporter	phaD
TIGR00945	twin arginine-targeting protein translocase TatC	tatC
TIGR00946	auxin efflux carrier	
TIGR00947	putative bicarbonate transporter, IctB family	ictB
TIGR00948	L-lysine exporter	lysE
TIGR00949	homoserine/Threonine efflux protein	
TIGR00950	carboxylate/amino acid/amine transporter	yedA
TIGR00951	lysosomal Cystine Transporter	
TIGR00952	ribosomal protein uS15	rpsO
TIGR00954	peroxysomal long chain fatty acyl transporter	
TIGR00955	pigment precursor permease	
TIGR00956	pleiotropic drug resistance family protein	
TIGR00957	multi drug resistance-associated protein (MRP)	
TIGR00958	antigen peptide transporter 2	APT
TIGR00959	signal recognition particle protein	ffh
