L1	L2	L3	L4	KO	Function	EC	Count
01_Fermentation	Heterolactic fermentation			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Lysine fermentation to acetate and butyrate			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Mixed acid fermentation			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
02_Homoacetogenesis	Acetate formation from acetyl-coA I			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00640	cysE; serine O-acetyltransferase	2.3.1.30	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase	2.3.1.46 2.3.1.31	1
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase	2.3.1.46 2.3.1.31	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00656	E2.3.1.54, pflD; formate C-acetyltransferase	2.3.1.54	1
10_TCA cycle	TCA cycle			K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2.3.1.61	1
21_Cellular response to stress	Cellular response to stress			K00681	ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	2.3.2.2 3.4.19.13	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
20_Hydrolysis of polymers	Starch			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00691	mapA; maltose phosphorylase	2.4.1.8	1
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K00691	mapA; maltose phosphorylase	2.4.1.8	1
20_Hydrolysis of polymers	Starch			K00691	mapA; maltose phosphorylase	2.4.1.8	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00703	glgA; starch synthase	2.4.1.21	1
20_Hydrolysis of polymers	Starch			K00703	glgA; starch synthase	2.4.1.21	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00756	pdp; pyrimidine-nucleoside phosphorylase	2.4.2.2	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00758	deoA, TYMP; thymidine phosphorylase	2.4.2.4	1
07_Nucleic acid metabolism	Degradation of pyrimidine bases			K00758	deoA, TYMP; thymidine phosphorylase	2.4.2.4	1
07_Nucleic acid metabolism	Purine metabolism			K00759	APRT, apt; adenine phosphoribosyltransferase	2.4.2.7	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00761	upp, UPRT; uracil phosphoribosyltransferase	2.4.2.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00762	pyrE; orotate phosphoribosyltransferase	2.4.2.10	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
07_Nucleic acid metabolism	Purine metabolism			K00764	purF, PPAT; amidophosphoribosyltransferase	2.4.2.14	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00765	hisG; ATP phosphoribosyltransferase	2.4.2.17	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00765	hisG; ATP phosphoribosyltransferase	2.4.2.17	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00766	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00789	metK; S-adenosylmethionine synthetase	2.5.1.6	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	1
21_Cellular response to stress	Response to nitrosative stress			K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00797	speE, SRM, SPE3; spermidine synthase	2.5.1.16	1
21_Cellular response to stress	Cellular response to stress			K00799	GST, gst; glutathione S-transferase	2.5.1.18	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00812	aspB; aspartate aminotransferase	2.6.1.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00819	rocD, OAT; ornithine--oxo-acid transaminase	2.6.1.13	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	2.6.1.16	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K00820	glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	2.6.1.16	1
06_Amino acid utilization biosynthesis metabolism	Oxydation deamination			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	2.6.1.11 2.6.1.17	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	2.6.1.42	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	2.6.1.42	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00831	serC, PSAT1; phosphoserine aminotransferase	2.6.1.52	1
20_Hydrolysis of polymers	Starch			K00847	E2.7.1.4, scrK; fructokinase	2.7.1.4	1
20_Hydrolysis of polymers	Galactose			K00849	galK; galactokinase	2.7.1.6	1
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11	1
17_Gluconeogenesis	Gluconeogenesis			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11	1
20_Hydrolysis of polymers	Galactose			K00850	pfkA, PFK; 6-phosphofructokinase 1	2.7.1.11	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Hexose			K00857	tdk, TK; thymidine kinase	2.7.1.21	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00857	tdk, TK; thymidine kinase	2.7.1.21	1
01_Fermentation	Heterolactic fermentation			K00865	glxK, garK; glycerate 2-kinase	2.7.1.165	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00865	glxK, garK; glycerate 2-kinase	2.7.1.165	1
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
07_Nucleic acid metabolism	Purine metabolism			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K00873	PK, pyk; pyruvate kinase	2.7.1.40	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00876	udk, UCK; uridine kinase	2.7.1.48	1
20_Hydrolysis of polymers	Xylose			K00880	lyxK; L-xylulokinase	2.7.1.53	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K00887	dgkA; undecaprenol kinase	2.7.1.66	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00891	aroK, aroL; shikimate kinase	2.7.1.71	1
07_Nucleic acid metabolism	Purine metabolism			K00892	gsk; inosine kinase	2.7.1.73	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00899	mtnK; 5-methylthioribose kinase	2.7.1.100	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00925	ackA; acetate kinase	2.7.2.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00925	ackA; acetate kinase	2.7.2.1	1
14_Methanogenesis	From acetate			K00925	ackA; acetate kinase	2.7.2.1	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00926	arcC; carbamate kinase	2.7.2.2	1
07_Nucleic acid metabolism	Purine metabolism			K00926	arcC; carbamate kinase	2.7.2.2	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
16_Embden Meyerhof-Parnos (EMP)	EMP			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
17_Gluconeogenesis	Gluconeogenesis in archea			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00928	lysC; aspartate kinase	2.7.2.4	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00930	argB; acetylglutamate kinase	2.7.2.8	1
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00930	argB; acetylglutamate kinase	2.7.2.8	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00931	proB; glutamate 5-kinase	2.7.2.11	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00931	proB; glutamate 5-kinase	2.7.2.11	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00931	proB; glutamate 5-kinase	2.7.2.11	1
21_Cellular response to stress	Response to oxidative stress			K00937	ppk1; polyphosphate kinase	2.7.4.1	1
07_Nucleic acid metabolism	Purine metabolism			K00939	adk, AK; adenylate kinase	2.7.4.3	1
21_Cellular response to stress	Cellular response to stress			K00939	adk, AK; adenylate kinase	2.7.4.3	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
07_Nucleic acid metabolism	Purine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
07_Nucleic acid metabolism	Purine metabolism			K00942	E2.7.4.8, gmk; guanylate kinase	2.7.4.8	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00943	tmk, DTYMK; dTMP kinase	2.7.4.9	1
07_Nucleic acid metabolism	Purine metabolism			K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2.7.6.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	1
07_Nucleic acid metabolism	Purine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	1
01_Fermentation	Homolactic fermentation			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1
02_Homoacetogenesis	Glycolysis			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1
20_Hydrolysis of polymers	Starch			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1
20_Hydrolysis of polymers	Xylose			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1
20_Hydrolysis of polymers	Galactose			K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	2.7.7.72 3.1.3.- 3.1.4.-	1
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
20_Hydrolysis of polymers	Starch			K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase	2.7.8.8	1
