L1	L2	L3	L4	ID	Function	EC	Gene
01_Fermentation	Homolactic fermentation			K11725	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	3.6.1.1 3.1.3.-	LHPP
01_Fermentation	Homolactic fermentation			K01807	ribose 5-phosphate isomerase A	5.3.1.6	rpiA
01_Fermentation	Homolactic fermentation			K12977	lipid A 1-phosphatase	3.1.3.-	lpxE
01_Fermentation	Homolactic fermentation			K01808	ribose 5-phosphate isomerase B	5.3.1.6	rpiB
01_Fermentation	Homolactic fermentation			K12978	lipid A 4'-phosphatase	3.1.3.-	lpxF
01_Fermentation	Homolactic fermentation			K13555	5''-phosphoribostamycin phosphatase	3.1.3.88	btrP, neoI
01_Fermentation	Homolactic fermentation			K01622	fructose 1,6-bisphosphate aldolase/phosphatase	4.1.2.13 3.1.3.11	K01622
01_Fermentation	Homolactic fermentation			K11645	fructose-bisphosphate aldolase, class I	4.1.2.13	fbaB
01_Fermentation	Homolactic fermentation			K11946	hydratase-aldolase	4.1.2.-	phdG
01_Fermentation	Homolactic fermentation			K00844	hexokinase	2.7.1.1	HK
01_Fermentation	Homolactic fermentation			K11395	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	4.1.2.55	kdpgA
01_Fermentation	Homolactic fermentation			K10705	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	1.2.1.12	GAPDHS
01_Fermentation	Homolactic fermentation			K07514	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase	4.2.1.17 1.1.1.35 5.3.3.8	EHHADH
01_Fermentation	Homolactic fermentation			K02203	phosphoserine / homoserine phosphotransferase	3.1.3.3 2.7.1.39	thrH
01_Fermentation	Homolactic fermentation			K08679	UDP-glucuronate 4-epimerase	5.1.3.6	GAE, cap1J
01_Fermentation	Homolactic fermentation			K00134	glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA
01_Fermentation	Homolactic fermentation			K05715	2-phosphoglycerate kinase	2.7.2.16	2PGK
01_Fermentation	Homolactic fermentation			K01825	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase	1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8	fadB
01_Fermentation	Homolactic fermentation			K13830	pentafunctional AROM polypeptide	4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19	ARO1
01_Fermentation	Homolactic fermentation			K00963	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	UGP2, galU, galF
01_Fermentation	Homolactic fermentation			K00872	homoserine kinase	2.7.1.39	thrB
01_Fermentation	Homolactic fermentation			K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh
01_Fermentation	Homolactic fermentation			K00043	4-hydroxybutyrate dehydrogenase	1.1.1.61	gbd
01_Fermentation	Succinate fermentation to butyrate			K15038	succinyl-CoA reductase	1.2.1.76	K15038
01_Fermentation	Succinate fermentation to butyrate			K00232	acyl-CoA oxidase	1.3.3.6	ACOX1, ACOX3
01_Fermentation	Succinate fermentation to butyrate			K14472	succinyl-CoA:(S)-malate CoA-transferase subunit B	2.8.3.22	smtB
01_Fermentation	Succinate fermentation to butyrate			K13832	3-dehydroquinate dehydratase / shikimate dehydrogenase	4.2.1.10 1.1.1.25	aroDE, DHQ-SDH
01_Fermentation	Succinate fermentation to butyrate			K01026	propionate CoA-transferase	2.8.3.1	pct
01_Fermentation	Succinate fermentation to butyrate			K01809	mannose-6-phosphate isomerase	5.3.1.8	manA, MPI
01_Fermentation	Succinate fermentation to butyrate			K00023	acetoacetyl-CoA reductase	1.1.1.36	phbB
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K00232	acyl-CoA oxidase	1.3.3.6	ACOX1, ACOX3
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K00625	phosphate acetyltransferase	2.3.1.8	pta
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K14472	succinyl-CoA:(S)-malate CoA-transferase subunit B	2.8.3.22	smtB
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K01026	propionate CoA-transferase	2.8.3.1	pct
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K01713	cyclohexadienyl dehydratase	4.2.1.51 4.2.1.91	pheC
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetyl-coA fermentation to butyrate II (clostridium)			K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K13043	N-succinyl-L-ornithine transcarbamylase	2.1.3.11	argF
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K00615	transketolase	2.2.1.1	tktA, tktB
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis I		K00616	transaldolase	2.2.1.2	talA, talB
01_Fermentation	Acetoin biosynthesis	(R)-acetoin biosynthesis II		K01656	anthranilate synthase / indole-3-glycerol phosphate synthase	4.1.3.27 4.1.1.48	TRP3
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K13043	N-succinyl-L-ornithine transcarbamylase	2.1.3.11	argF
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K00615	transketolase	2.2.1.1	tktA, tktB
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K00616	transaldolase	2.2.1.2	talA, talB
01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K13982	probable ATP-dependent RNA helicase DDX4	3.6.4.13	DDX4, VASA
01_Fermentation	Acetoin biosynthesis	Acetoin biosynthesis III		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	Acetoin biosynthesis III		K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetoin biosynthesis	(s,s)-butanediol biosynthesis		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	(s,s)-butanediol biosynthesis		K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis I		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis I		K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K13043	N-succinyl-L-ornithine transcarbamylase	2.1.3.11	argF
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K00615	transketolase	2.2.1.1	tktA, tktB
01_Fermentation	Acetoin biosynthesis	Meso-butanediol biosynthesis II		K00616	transaldolase	2.2.1.2	talA, talB
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K01656	anthranilate synthase / indole-3-glycerol phosphate synthase	4.1.3.27 4.1.1.48	TRP3
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00616	transaldolase	2.2.1.2	talA, talB
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K00615	transketolase	2.2.1.1	tktA, tktB
01_Fermentation	Acetoin biosynthesis	Superpathway of (R,R)-butanediol biosynthesis		K13043	N-succinyl-L-ornithine transcarbamylase	2.1.3.11	argF
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K01656	anthranilate synthase / indole-3-glycerol phosphate synthase	4.1.3.27 4.1.1.48	TRP3
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase	1.1.1.- 1.1.1.76 1.1.1.304	butA, budC
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	1.1.1.4 1.1.1.- 1.1.1.303	BDH, butB
01_Fermentation	Acetoin biosynthesis	Superpathway of 2,3-butanediol biosynthesis		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K01905	acetate---CoA ligase (ADP-forming) subunit alpha	6.2.1.13	acdA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00822	beta-alanine--pyruvate transaminase	2.6.1.18	
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00823	4-aminobutyrate aminotransferase	2.6.1.19	puuE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and alanine		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00145	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	argC
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K08324	succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	sad
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K09472	4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	puuC, aldH
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K11947	aldehyde dehydrogenase	1.2.1.-	nidD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K12254	4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	kauB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K13356	alcohol-forming fatty acyl-CoA reductase	1.2.1.84	FAR
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00138	aldehyde dehydrogenase	1.2.1.-	aldB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate I		K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate and lactate II		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00145	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	argC
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K08324	succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	sad
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K09472	4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	puuC, aldH
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K11947	aldehyde dehydrogenase	1.2.1.-	nidD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K12254	4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	kauB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K13356	alcohol-forming fatty acyl-CoA reductase	1.2.1.84	FAR
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate I		K00138	aldehyde dehydrogenase	1.2.1.-	aldB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate II		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate III		K01905	acetate---CoA ligase (ADP-forming) subunit alpha	6.2.1.13	acdA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate III		K00634	phosphate butyryltransferase	2.3.1.19	ptb
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00145	N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	argC
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K08324	succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	sad
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K09472	4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	puuC, aldH
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K11947	aldehyde dehydrogenase	1.2.1.-	nidD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K12254	4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase	1.2.1.54 1.2.1.-	kauB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K13356	alcohol-forming fatty acyl-CoA reductase	1.2.1.84	FAR
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate IV		K00138	aldehyde dehydrogenase	1.2.1.-	aldB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01899	succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	LSC1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01900	succinyl-CoA synthetase beta subunit	6.2.1.4 6.2.1.5	LSC2
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01902	succinyl-CoA synthetase alpha subunit	6.2.1.5	sucD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K01903	succinyl-CoA synthetase beta subunit	6.2.1.5	sucC
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate V		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01899	succinyl-CoA synthetase alpha subunit	6.2.1.4 6.2.1.5	LSC1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01900	succinyl-CoA synthetase beta subunit	6.2.1.4 6.2.1.5	LSC2
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01902	succinyl-CoA synthetase alpha subunit	6.2.1.5	sucD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K01903	succinyl-CoA synthetase beta subunit	6.2.1.5	sucC
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VI		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K00640	serine O-acetyltransferase	2.3.1.30	cysE
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K13598	two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	ntrY
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K00146	phenylacetaldehyde dehydrogenase	1.2.1.39	feaB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K13982	probable ATP-dependent RNA helicase DDX4	3.6.4.13	DDX4, VASA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K00169	pyruvate ferredoxin oxidoreductase alpha subunit	1.2.7.1	porA
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K00170	pyruvate ferredoxin oxidoreductase beta subunit	1.2.7.1	porB
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K00171	pyruvate ferredoxin oxidoreductase delta subunit	1.2.7.1	porD
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K14085	aldehyde dehydrogenase family 7 member A1	1.2.1.31 1.2.1.8 1.2.1.3	ALDH7A1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K00625	phosphate acetyltransferase	2.3.1.8	pta
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K01001	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	2.7.8.15	ALG7
