index	L1	L2	L3	L4	KO	Function	EC	Count
4183	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
4406	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
4553	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
4736	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
5083	20_Hydrolysis of polymers	Mannose			K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
6629	21_Cellular response to stress	Response to osmotic stress			K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
5471	21_Cellular response to stress	Cellular response to osmotic stress			K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
5888	21_Cellular response to stress	Regulation of response to osmotic stress			K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
6451	21_Cellular response to stress	Response to osmotic stress			K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
3311	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K06861	lptB; lipopolysaccharide export system ATP-binding protein	7.5.2.5	1
1180	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00130	betB, gbsA; betaine-aldehyde dehydrogenase	1.2.1.8	2
6784	21_Cellular response to stress	Response to osmotic stress			K00130	betB, gbsA; betaine-aldehyde dehydrogenase	1.2.1.8	2
5473	21_Cellular response to stress	Cellular response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
5890	21_Cellular response to stress	Regulation of response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
6453	21_Cellular response to stress	Response to osmotic stress			K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
5548	21_Cellular response to stress	Cellular response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	19
5965	21_Cellular response to stress	Regulation of response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	19
6528	21_Cellular response to stress	Response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	19
5488	21_Cellular response to stress	Cellular response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
5905	21_Cellular response to stress	Regulation of response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
6468	21_Cellular response to stress	Response to osmotic stress			K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
5502	21_Cellular response to stress	Cellular response to osmotic stress			K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
5919	21_Cellular response to stress	Regulation of response to osmotic stress			K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
6482	21_Cellular response to stress	Response to osmotic stress			K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
2482	08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K00480	E1.14.13.1; salicylate hydroxylase	1.14.13.1	1
1150	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
2847	09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
2602	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
3784	16_Embden Meyerhof-Parnos (EMP)	EMP			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
4888	20_Hydrolysis of polymers	Starch			K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
782	03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
5264	20_Hydrolysis of polymers	Mannose			K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
249	01_Fermentation	Succinate fermentation to butyrate			K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	6
5262	20_Hydrolysis of polymers	Mannose			K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	6
787	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
2234	07_Nucleic acid metabolism	Purine metabolism			K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
3805	16_Embden Meyerhof-Parnos (EMP)	EMP			K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
3830	16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
3839	16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
3591	14_Methanogenesis	From acetate			K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
3053	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Glycine betaine/proline transporter [mD:m00208]	K02000	proV; glycine betaine/proline transport system ATP-binding protein	7.6.2.9	2
1134	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	1.18.1.3	1
3590	14_Methanogenesis	From acetate			K13788	pta; phosphate acetyltransferase	2.3.1.8	5
3936	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K13788	pta; phosphate acetyltransferase	2.3.1.8	5
5478	21_Cellular response to stress	Cellular response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
5895	21_Cellular response to stress	Regulation of response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
6458	21_Cellular response to stress	Response to osmotic stress			K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
5479	21_Cellular response to stress	Cellular response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
5896	21_Cellular response to stress	Regulation of response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
6459	21_Cellular response to stress	Response to osmotic stress			K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
1627	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
5540	21_Cellular response to stress	Cellular response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
5957	21_Cellular response to stress	Regulation of response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
6520	21_Cellular response to stress	Response to osmotic stress			K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
5415	21_Cellular response to stress	Cellular response to osmotic stress			K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
5429	21_Cellular response to stress	Cellular response to osmotic stress			K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42	3.6.4.13	2
5431	21_Cellular response to stress	Cellular response to osmotic stress			K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28	3.6.4.13	1
5421	21_Cellular response to stress	Cellular response to osmotic stress			K12811	DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5	3.6.4.13	1
265	01_Fermentation	Acetoin biosynthesis	(s)-acetoin biosynthesis		K13982	DDX4, VASA; probable ATP-dependent RNA helicase DDX4	3.6.4.13	1
357	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VIII		K13982	DDX4, VASA; probable ATP-dependent RNA helicase DDX4	3.6.4.13	1
420	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13982	DDX4, VASA; probable ATP-dependent RNA helicase DDX4	3.6.4.13	1
5444	21_Cellular response to stress	Cellular response to osmotic stress			K13982	DDX4, VASA; probable ATP-dependent RNA helicase DDX4	3.6.4.13	1
5433	21_Cellular response to stress	Cellular response to osmotic stress			K13116	DDX41, ABS; ATP-dependent RNA helicase DDX41	3.6.4.13	1
2006	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01711	gmd, GMDS; GDPmannose 4,6-dehydratase	4.2.1.47	2
5265	20_Hydrolysis of polymers	Mannose			K01711	gmd, GMDS; GDPmannose 4,6-dehydratase	4.2.1.47	2
1432	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01571	oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha	7.2.4.2	7
2912	10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	10
3862	17_Gluconeogenesis	Gluconeogenesis			K01960	pycB; pyruvate carboxylase subunit B	6.4.1.1	10
5549	21_Cellular response to stress	Cellular response to osmotic stress			K02489	hk1; two-component system, glycerol uptake and utilization sensor kinase	2.7.13.3	11
5966	21_Cellular response to stress	Regulation of response to osmotic stress			K02489	hk1; two-component system, glycerol uptake and utilization sensor kinase	2.7.13.3	11
6529	21_Cellular response to stress	Response to osmotic stress			K02489	hk1; two-component system, glycerol uptake and utilization sensor kinase	2.7.13.3	11
4201	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
4424	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
4570	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
4754	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
5101	20_Hydrolysis of polymers	Mannose			K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
6647	21_Cellular response to stress	Response to osmotic stress			K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
365	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetone		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
442	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
461	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to propionate II (acrylate pathway)		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
499	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
545	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
630	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
3867	17_Gluconeogenesis	Gluconeogenesis			K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
3870	17_Gluconeogenesis	Gluconeogenesis in archea			K01007	pps, ppsA; pyruvate, water dikinase	2.7.9.2	1
1887	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02363	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase	6.3.2.14 2.7.7.58	3
4141	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K02363	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase	6.3.2.14 2.7.7.58	3
792	04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	3
5345	20_Hydrolysis of polymers	Galactose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	3
385	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K00928	lysC; aspartate kinase	2.7.2.4	16
538	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K00928	lysC; aspartate kinase	2.7.2.4	16
1082	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	16
1212	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00928	lysC; aspartate kinase	2.7.2.4	16
1516	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	16
1582	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K00928	lysC; aspartate kinase	2.7.2.4	16
3290	12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Sodium transporter [mD:m00253]	K09697	natA; sodium transport system ATP-binding protein	7.2.2.4	1
133	01_Fermentation	Mixed acid fermentation			K11154	RDH16; retinol dehydrogenase 16	1.1.1.-	1
175	01_Fermentation	Pyruvate fermentation to butanol			K11154	RDH16; retinol dehydrogenase 16	1.1.1.-	1
521	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11154	RDH16; retinol dehydrogenase 16	1.1.1.-	1
592	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11154	RDH16; retinol dehydrogenase 16	1.1.1.-	1
672	02_Homoacetogenesis	Glycolysis			K11154	RDH16; retinol dehydrogenase 16	1.1.1.-	1
915	06_Amino acid utilization biosynthesis metabolism	Lysine degradation VIII			K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	7
1002	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	7
5580	21_Cellular response to stress	Cellular response to stress			K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	7
5263	20_Hydrolysis of polymers	Mannose			K00966	GMPP; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
3050	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putative spermidine/putrescine transporter [mD:m00193]	K02052	ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein		4
2971	11_Nitrogen cycle	Nitrogenated compounds Reduction	Assimilatory nitrate reduction	Nitrate to ammonia	K00362	nirB; nitrite reductase (NADH) large subunit	1.7.1.15	3
3513	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	9
3980	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	9
4039	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	9
4086	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02798	cmtB; mannitol PTS system EIIA component	2.7.1.197	9
